Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	lie_c	lie_h	lie
1	Situation X	Weiﬂ  3	3	89	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	w¸rde ich auch vorschlagen	Blau  1	3	88	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	perfekt	Weiﬂ  1	3	81	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	@alle blauen immer C w‰hlen, da dadurch immer min. 10 und sonst 20	Blau  2	3	74	4	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
1	ich w‰hle auch c	Blau  3	3	56	10	3	1	3	5	1	3		10	3	1	3	5	4	3		0	0	0
1	"dann B, @Blau c: super, damit weiﬂ nie was bekommt! ;-)"	Weiﬂ  2	3	55	4	2	3	3	4	1	1		4	2	3	3	4	1	1		0	0	0
1	dann wird der pc entscheiden zwischen B und C	Weiﬂ  1	3	55	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
1	danke blau 3 	Weiﬂ  1	3	50	10	4	5	3	9	4	3		10	4	5	3	9	4	3		0	0	0
1	kein ding 	Blau  3	3	34	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	Hallo.	Weiﬂ  2	4	111	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	Hi	Weiﬂ  3	4	108	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	1995 blau=C	Blau  3	4	103	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
1	Hi	Weiﬂ  1	4	97	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	Ich habe die Info dass Situation X vorliegt	Weiﬂ  2	4	95	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
1	B	Weiﬂ  3	4	94	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	hi lols	Blau  3	4	90	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	bwi mir Y	Weiﬂ  3	4	74	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	auch Situation X	Weiﬂ  1	4	70	2	4	1	3	9	4	3		1	4	1	3	9	4	3		1	0	1
1	wissen,wer hat was	Blau  3	4	69	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	schlecht	Blau  3	4	63	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	Beste Strategie: Alle Weiﬂen sagen was f¸r info sie bekommen. Was auch immer 2 von 3 sagen is wohl der fall. Mein Vorschlag offensichtlcih bei X = A und bei Y = B weil beide gewinnen!	Blau  1	4	55	3	4	1	3	8	2	3		3	4	1	3	8	1	2		0	0	0
1	genau, das finde am besten	Weiﬂ  3	4	30	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
1	Stimmt. Ich habe wie gesagt die Info, dass X vorliegt.	Weiﬂ  2	4	27	2	4	1	3	9	4	3		2	4	1	1	9	4	3		1	1	1
1	fuer balue falls Y C	Blau  3	4	20	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
1	Dann alle A	Blau  2	4	19	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	mann	Blau  3	4	16	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	cool	Blau  1	4	15	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	A	Weiﬂ  1	4	5	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	aber jetzt wahlen wir A	Blau  3	4	0	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	Habe die Info, dass Situation X vorliegt.	Weiﬂ  3	1	111	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	mir auch	Weiﬂ  2	1	105	10	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Also sollten wir A w‰hlen	Weiﬂ  3	1	101	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	Auch X	Weiﬂ  1	1	96	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	also w‰re A	Weiﬂ  2	1	94	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	Dann A	Blau  1	1	92	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	Sieht wohl so aus	Weiﬂ  1	1	89	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ja dann a	Blau  2	1	86	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	dann m¸ssten alle 20 Punkte bekommen	Weiﬂ  3	1	85	10	4	1	3	9	1	2		3	4	1	3	9	4	2		0	0	0
2	Kann auch bei allen falsch sein, aber unwahrscheinlich	Blau  3	1	64	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
2	das w‰re unwhrscheinlicher	Weiﬂ  2	1	39	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ja eher unwahrscheinlich	Blau  2	1	37	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Dann h‰tte weiﬂ ja noch immer 10 pkt.	Blau  1	1	33	10	4	1	3	9	4	1		10	4	3	3	9	4	3		0	0	0
2	genau	Weiﬂ  2	1	24	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	sie kˆnnen auch l¸gen	Blau  2	1	13	5	4	1	3	9	4	3		5	4	3	3	9	4	3		0	0	0
2	@alle blauen immer C w‰hlen, da dadurch immer min. 10 und sonst 20	Blau  2	2	117	4	3	2	3	9	4	3		4	3	2	3	5	4	3		0	0	0
2	mir wurde y gesagt	Weiﬂ  2	2	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Code X	Weiﬂ  3	2	104	2	4	1	3	9	4	3		10	4	1	3	9	4	3		1	0	1
2	bisschen assozial von den blauen	Weiﬂ  2	2	93	10	4	3	2	9	4	3		10	4	3	2	9	4	3		0	0	0
2	Y	Weiﬂ  1	2	91	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	dann ist es ziemlicch sicher y	Weiﬂ  2	2	81	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
2	wer jetzt nett ist w‰hlt b	Weiﬂ  2	2	68	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	Bei mir war es auch Y	Weiﬂ  3	2	63	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	aber blau ist anti-weiﬂ	Weiﬂ  3	2	28	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
2	und ihr blauen w‰hlt jetzt c so just for fun?	Weiﬂ  2	2	22	10	4	3	3	9	4	3		10	4	3	3	9	4	3		0	0	0
2	blau 2	Weiﬂ  3	2	11	10	4	5	3	9	4	3		10	4	5	3	9	4	3		0	0	0
2	karma	Weiﬂ  2	2	11	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Y	Weiﬂ  2	3	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Info Y	Weiﬂ  1	3	118	2	4	1	3	9	4	3		1	4	1	3	9	4	3		1	0	0
2	Y	Weiﬂ  3	3	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	B?	Weiﬂ  2	3	112	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	Dann B	Weiﬂ  1	3	110	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	cool dann B?	Blau  2	3	109	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	gut, dann wieder B :)	Weiﬂ  3	3	107	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	gewinnt jeder	Blau  2	3	100	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ja genau 	Weiﬂ  2	3	96	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
2	"teilen die weiﬂen den gewinn mit den blauen ;)"	Blau  2	3	76	3	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	perfekt	Weiﬂ  3	3	75	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
2	\qwieder\q es sind verschiedene Gruppen	Weiﬂ  1	3	71	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	vorhin hatte ich eine unsoziale gruppe...	Weiﬂ  2	3	57	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ich nicht :)	Weiﬂ  3	3	51				3				1	10	4	1	3	9	4	3		0	0	0
2	hier bist du in guten h‰nden	Weiﬂ  1	3	46				3				1	10	4	4	3	9	4	3		0	0	0
2	haha	Weiﬂ  3	3	43				3				1	10	4	1	3	9	4	3		0	0	0
2	juhu :D	Weiﬂ  2	3	42				3				1	10	4	1	3	9	4	3		0	0	0
2	f¸hl dich wie zuhause	Weiﬂ  3	3	36				3				1								1	0	0	0
2	hahahahaa	Weiﬂ  2	3	33				3				1								1	0	0	0
2	Und sonst soﬂ	Weiﬂ  1	3	14				3				1								1	0	0	0
2	l‰uft	Weiﬂ  3	3	9				3				1								1	0	0	0
2	sher schˆn. viels spaﬂ	Weiﬂ  1	3	1				3				1								1	0	0	0
2	shit man kann nich copy pasten	Blau  2	3	1				3				1								1	0	0	0
2	Meine Info: Situation X, also A	Weiﬂ  1	4	113	1	1	1	3	3	2	3		1	1	1	3	1	1	3		0	0	0
2	Situation X	Weiﬂ  2	4	105	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	dann A	Blau  2	4	96	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	auch X--> A	Weiﬂ  3	4	95	1	1	1	3	3	2	3		2	1	1	3	3	1	3		0	1	1
2	Gut	Blau  3	4	89	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	X A ist f¸r alle fair	Blau  1	4	88	3	1	1	3	3	2	2		3	1	1	3	8	1	1		0	0	0
2	Genau	Weiﬂ  2	4	77	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	aber 	Blau  3	4	62	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Super! Keine Ego-Blau-Ich-w‰hle-immer-C-Runde 	Weiﬂ  1	4	55	10	4	1	3	9	4	3		10	4	3	1	9	4	3		0	0	0
2	wenn die weissen nich fair spielen	Blau  3	4	53	5	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
2	^^	Blau  1	4	43	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	es wird fuer uns sehr sehr schlecht	Blau  3	4	36	4	4	1	3	9	4	3		10	4	2	3	9	4	3		0	0	0
2	Was h‰tten wir davon? Bei B gibts f¸r uns viel mehr 	Weiﬂ  1	4	33	10	4	1	3	9	4	3		4	2	1	3	4	1	3		0	0	0
2	lol	Blau  3	4	32	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	nicht kommich	Blau  3	4	28	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	dieses mal a	Blau  3	4	1	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	was haben die wieﬂen`?	Blau  1	1	115	10	4	3	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	X	Weiﬂ  3	1	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Hi, bei mir ist X	Weiﬂ  1	1	114	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
3	X	Weiﬂ  2	1	107	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
3	also A 	Weiﬂ  3	1	102	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	cool 3 von 3 klingt doch wahrscheinl	Blau  1	1	99	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	entsch¸lgigund, es ist Y	Weiﬂ  1	1	99	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	na gut 2 von 3 dann	Blau  1	1	83	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	War grad aber auch anders	Weiﬂ  2	1	83	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	dann wohl diesmal A oder	Blau  2	1	79	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	ja	Weiﬂ  1	1	72	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	jo	Blau  1	1	72	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ja dann trotzdem A	Weiﬂ  3	1	68	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	trotzdem 2:1 also A	Blau  3	1	67	10	1	1	3	3	2	3		10	1	1	3	3	1	3		0	0	0
3	wahrscheinlichkeit n‰?	Blau  1	1	65	8	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	jo n‰	Weiﬂ  2	1	56	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	n‰ n‰?	Blau  1	1	50	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	so verdienen wir beide was	Weiﬂ  1	1	45	3	4	1	3	9	4	3		3	4	1	3	9	4	2		0	0	0
3	jo jo	Weiﬂ  2	1	44	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Alle f¸r A?	Weiﬂ  1	1	32	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	wenn es denn tats‰chlich x ist 	Blau  2	1	31	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	a	Blau  1	1	26	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	ja!	Blau  2	1	26	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ja m¸ssen statistisch denken	Blau  1	1	20	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	hˆr mir auf	Weiﬂ  2	1	12	10	4	1	3	9	4	3		10	4	5	2	9	4	3		0	0	0
3	wenn 70 % wahrscheinlich wahr is jeweils	Blau  1	1	12	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	und 2 von 3 ein ergebnis haben	Blau  1	1	3	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Info Y	Weiﬂ  2	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  3	2	109	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
3	Auch Y	Weiﬂ  1	2	105	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	dann wohl b?	Blau  1	2	96	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	okay, B	Weiﬂ  2	2	96	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	dann nehme ich c	Blau  3	2	93	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	Dann w‰hlen wir b	Weiﬂ  1	2	82	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	Ich nehme auch B	Blau  2	2	71	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	oder alle blauen c?	Blau  1	2	69	10	3	2	3	5	1	3		10	3	2	3	5	4	3		0	0	0
3	Blau 3 hat nen gutes Gruppengef¸ge	Weiﬂ  2	2	64	10	4	5	3	9	4	3		10	4	5	3	9	4	3		0	0	0
3	wenn wir c nehmen haben wir 50% f¸r 20	Blau  3	2	53	4	3	1	3	5	1	3		4	3	2	3	5	4	3		0	0	0
3	super, 3:3 und keiner bekommt etwas	Weiﬂ  2	2	51	10	4	1	3	9	4	3		10	4	1	3	9	4	2		0	0	0
3	ist dann pari und programm entscheide	Blau  1	2	45	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	blau 3 ist sehr schlau	Blau  3	2	39	10	4	1	3	9	4	3		10	4	4	3	9	4	3		0	0	0
3	stimmt. :)	Blau  1	2	21	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	komische Truppe	Weiﬂ  2	2	6	10	4	1	3	9	4	3		10	4	3	2	9	4	3		0	0	0
3	Bin f¸r \qC\q	Blau  1	2	3	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	B	Weiﬂ  2	2	0	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	?	Blau  1	3	119	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Info X	Weiﬂ  2	3	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	mir wurde y gesagt	Weiﬂ  1	3	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Info ist Y	Weiﬂ  3	3	113	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	dann ist es sicher y	Weiﬂ  1	3	105	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	w‰re sozial, wenn alle b w‰hlen	Weiﬂ  1	3	97	3	2	1	3	4	1	3		3	2	1	3	4	1	3		0	0	0
3	nehmen wir C	Blau  1	3	89	10	3	1	3	5	1	3		10	3	2	3	5	1	3		0	0	0
3	eben war dreimal die info Y und es war X	Weiﬂ  2	3	88	8	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	ansonsten: karma dies das	Weiﬂ  1	3	84	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	B	Weiﬂ  3	3	73	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	KARMA	Blau  1	3	73	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	lol	Blau  1	3	71	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	gibt es nicht	Blau  1	3	67	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Wenn ihr B w‰hlt, haben alle was von	Blau  3	3	58	3	2	1	3	4	1	3		3	2	2	3	4	1	3		0	0	0
3	doch leider	Weiﬂ  2	3	56	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	auﬂer, wenn es X ist 	Weiﬂ  2	3	46	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	dann keiner	Weiﬂ  2	3	45	10	4	1	3	9	4	3		10	4	1	3	9	4	2		0	0	0
3	C ist aber auch nicht schlecht ^^	Blau  3	3	44	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	ist echt so	Weiﬂ  1	3	42	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	c ist f¸r blau gut, aber nicht nett	Weiﬂ  1	3	34	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	DOCH	Blau  1	3	28	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ahaha	Blau  1	3	27	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	di eweiﬂen sollten zusammenhalten und b nehmen	Weiﬂ  1	3	21	4	2	2	3	9	4	3		4	2	2	3	4	4	3		0	0	0
3	Wir kˆnnten auch auf Nr. sicher gehen und A w‰hlen...	Weiﬂ  3	3	19	10	1	2	3	3	1	3		4	1	2	3	3	4	3		0	0	0
3	Wenn es X ist, kˆnntet ihr nur A w‰hlen	Blau  3	3	15	10	1	3	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	C	Blau  1	3	13	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	C	Blau  1	3	12	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	C	Blau  1	3	11	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	Dann h‰ttet ihr bei Y aber nur 10	Blau  3	3	8	10	4	1	3	9	4	3		8	4	3	3	9	4	3		0	0	0
3	das w‰re nicht so gut	Blau  3	3	4	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	w‰hlt b	Blau  3	3	1	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	Y	Weiﬂ  1	4	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  2	4	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Also B? Dann kassieren weiﬂ und blau Punkte	Weiﬂ  2	4	107	3	2	1	3	4	2	2		10	2	1	3	4	1	2		0	0	0
3	Ich habe die Info dass X vorliegt. Bei 2 mal Y scheint dass aber falsch zu sein.	Weiﬂ  3	4	100	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	ja sehe ich auch so, ist die sozialste sache 	Weiﬂ  1	4	94	3	4	1	3	9	4	3		3	4	1	1	9	4	3		0	0	0
3	blaue schˆn c nehmen	Blau  2	4	93	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
3	@alle blauen immer C w‰hlen, da dadurch immer min. 10 und sonst 20	Blau  1	4	83	10	3	2	3	9	4	3		3	3	2	3	5	4	3		0	0	0
3	wie mies ihr seid blau	Weiﬂ  1	4	79	10	4	3	2	9	4	3		10	4	3	2	9	4	3		0	0	0
3	richtig	Blau  2	4	76	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	hab schon zweimal 0 pkt wegen solchen wie euch	Weiﬂ  1	4	64	8	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	haha sonst ist weiﬂ doch immer bevorzugt	Blau  2	4	63	8	4	1	3	9	4	3		10	4	3	2	9	4	3		0	0	0
3	bei X w‰re gerecht A	Weiﬂ  1	4	49	3	1	1	3	3	2	3		10	1	1	3	8	4	1		0	0	0
3	stimmt	Blau  1	4	49	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	Dann alle weiﬂen A w‰hlen!  So kˆnnen wir Blau ‰rgern.	Weiﬂ  3	4	48	10	1	2	3	9	4	3		10	1	2	3	3	4	3		0	0	0
3	ohne scheiﬂ	Weiﬂ  1	4	39	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	So ein Unsinn. Wann geht blau denn mal leer aus? So ein Quatsch, bin trotzdem f¸r B	Weiﬂ  2	4	36	10	2	1	2	4	1	3		10	2	1	2	4	1	3		0	0	0
3	bei 3:3 entscheidet der Zufall. Also weiﬂ: B?	Weiﬂ  2	4	19	8	2	2	3	9	4	3		8	2	1	3	4	1	3		0	0	0
