Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-15	relativ langwierig, ansonsten gut	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	1	3	1	2	6	männlich	20	Rechtswissenschaft	deutsch	2	0	2	8	8	6	9	6	4	4	5	3	7	5	5	6	3	6	6	7	6	5
12	EL-16	die zwei Minuten Zeit zum Überlegen waren zu lang.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	3	2	7	3	weiblich	25	Politikwissenschaft	deutsch	2	0	2	8	7	3	8	5	6	3	6	6	6	5	4	7	4	6	3	6	7	2
13	EL-19	Ich fand es etwas blöd, dass ich keine Möglichkeit hatte, so zu wählen, dass beide Gruppen hätten profitieren können, da mir auch zu wenig Information vorlag bzgl. der Situation. So machte es nur Sinn die Option zu wählen, bei der meine Gruppe etwas gewinnen würde. Die andere Gruppe war klar im Nachteil durch die Unischerheit wegen der 70%. Ich wusste nicht, dass die Notizen ein Chat sind.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	6	2	3	3	2	5	weiblich	22	Psychologie	deutsch	3	1	2	8	7	4	6	6	4	2	6	6	4	3	4	6	5	6	4	6	5	3
14	EL-20	Langweilig, 2 Minuten erscheinen viel zu lang, als Notiz Zeit	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	8	10	6	1	5	3	weiblich	23	Psychologie	Deutsch	1	1	0	6	8	6	6	3	6	5	4	6	5	5	6	6	5	3	4	5	6	2
15	EL-21	gut, allerdings waren die 2 Minuten Überlegzeit zu lange und überflüssig	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	4	1	3	3	männlich	22	Sozialökonomie	deutsch	1	0	1	6	7	6	9	5	5	2	3	4	7	5	6	5	3	6	5	6	3	5
16	EL-22	bisschen langweilig als Blauer Mitspieler. Da ich nichts zu den Notizen hinzufügen musste fand ich die 2 Min für notizen zu lang. ansosten interessantes Experiment.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	8	7	6	5	6	weiblich	22	Angewandte Psychologie	Deutsch	1	1	0	9	8	5	9	6	5	1	6	2	7	2	6	6	2	6	2	7	6	6
17	EL-23	Nicht sehr spannend. Ich habe die zwei Minuten, um meine Gedanken zu ordnen nicht gebraucht. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	9	9	7	6	6	5	weiblich	23	BSc Psychologie	deutsch	1	1	0	9	8	7	7	6	6	5	7	5	5	5	6	5	3	4	2	6	6	5
18	EL-24	Für die Blauen Mitglieder war der Versuchsaufbau sehr eintönig, da es ja eigentlich nur eine sichere Alternative gibt	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	10	6	6	6	4	4	männlich	26	Sozialönonomie	deutsch	2	0	2	7	7	4	10	6	3	3	5	6	7	5	5	7	6	5	6	5	5	3
19	EL-25	"Was sollte das mit den zwei Minuten? Und was soll das mit der Chatfunktion in der nächsten Frage? Seit wann ist \""mit sich selber kommunizieren\"" chatten? Boah bin ich genervt von diesem Experiment."	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	1	1	1	3	weiblich	24	Japanologie	deutsch	1	0	1	7	5	3	7	6	7	3	7	7	4	4	7	6	6	7	2	5	7	1
20	EL-26	An sich interessant. Nur teiweise etwas langatmig, weil man lange auf die anderen Teilnehmer warten musste	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	5	5	6	5	weiblich	18	Systematische Musikwissenschaft	Deutsch	1	0	1	6	6	5	6	5	3	4	4	5	5	5	3	3	5	5	6	5	2	4
21	EL-27	Ganz clever, gut für sie mit den den Notizen, fand es aber auch selbst hilfreich sich nochmal schriftlich zu reflektieren	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	6	3	1	9	3	weiblich	28	Psychologie	deutsch	0	0	0	7	7	7	8	5	6	3	5	3	5	3	6	6	3	5	3	6	6	4
22	EL-28	sehr langwierig. Eine Notiz in der Hälfte der Fälle hätte auch gereicht.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	9	10	7	9	4	5	weiblich	27	Psychologie	Deutsch	1	1	0	6	9	8	8	4	5	2	6	5	6	4	7	6	5	5	2	7	7	6
23	EL-29	Das Experiment war interessant	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	3	1	9	1	männlich	24	MA Politikwissenschaft	nicht von Bedeutung	1	0	1	6	2	4	10	5	6	6	5	6	6	3	7	6	2	6	3	5	6	5
24	EL-30	Das Experimtent war langweilig. Besonderes die Wartezeit von 2 Minuten. Ein mal wäre es gut nur in der ersten Runde, aber nicht doch 20 Runden. Soll ich jedes mal die geleichen Notizen machen ???	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	10	8	6	4	10	6	männlich	26	Wi-Ing	deutsch	2	0	2	8	7	5	7	6	7	5	7	4	6	3	6	6	4	5	2	7	5	6
