Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-13	"Es war als \""Blau\"" ziemlich langweilig. Und obwohl ich fast immer die max. Punktzahl erhielt, wurden ausgerechnet meine schlechtesten Runden ermittelt für die Auszahlung. Das finde ich unfair."	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	5	10	7	8	4	4	männlich	25	Geowissenschaften	'schland	1	1	0	5	3	3	5	5	3	3	2	6	1	4	2	1	3	3	6	4	6	4
12	EL-14	die zwei Minuten Notiz-Zeit fand ich etwas zu lang	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	6	5	6	3	weiblich	28	Soziologie	deutsch	1	1	0	7	8	4	9	5	3	2	4	7	3	4	4	5	5	5	6	7	4	2
13	EL-15	wozu diente die lange Notizzeit?	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	4	3	7	4	weiblich	39	geografie	deutsch	2	0	2	6	5	6	9	6	5	2	4	4	5	5	4	5	5	4	5	7	6	3
14	EL-19	Interessant	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	8	2	5	5	8	5	männlich	22	Molecular Life Sciences	Deutsch	2	0	2	4	6	2	8	5	4	2	6	7	7	5	3	6	2	6	6	7	7	2
15	EL-20	Wartezeiten zum Notizen machen viel zu langwierig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	5	10	9	7	5	männlich	24	Klassische Archäologie	deutsch	0	0	0	7	9	8	7	4	6	6	5	6	7	7	7	6	5	4	3	6	5	5
16	EL-21	Die Wahrscheinlichkeitsverteilung zwischen X und Y kam mir etwas seltsam vor.\r\n	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	1	1	8	3	männlich	29	Gewerbelehramt	Deutsch	3	3	0	7	7	6	6	2	5	5	4	6	6	4	5	5	5	4	3	4	6	2
17	EL-22	Viel zu lang, die 2 min Zeit für Notizen braucht kein Mensch	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	6	6	6	2	8	3	weiblich	25	Soziale Arbeit	deutsch	1	1	0	7	7	6	9	6	4	3	4	6	7	5	5	6	6	5	5	6	6	3
18	EL-23	Die Zeit für Notizen fand ich überflüssig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	6	2	10	2	weiblich	28	Slavistik	aserbaidschanisch	1	1	0	8	5	5	9	6	4	1	5	5	6	2	3	6	5	6	4	7	5	5
19	EL-24	Super	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	3	3	3	3	5	3	männlich	28	Lehramt	deutsch	1	0	1	8	5	6	6	5	5	5	5	5	5	3	5	5	4	4	4	5	5	3
20	EL-25	-	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	4	3	3	1	2	männlich	26	politikwissenschaft	deutsch	1	0	1	8	3	3	6	5	2	3	3	6	3	4	2	5	6	5	5	4	4	2
21	EL-26	Am Ende etwas enttäuschend, da ich zwar die meisten Runden gewonnen, aber doch die falschen ausgelost bekommen habe.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	5	1	1	10	6	männlich	43	Geschichte	Dänisch 	1	1	0	7	8	7	7	6	6	2	6	2	6	2	6	6	2	6	2	6	6	6
22	EL-27	"\""Die  Blauen\"" waren in dem Experiment aus subjektiver Sicht deutlich im Vorteil. Meistens hat sich Variante C durchgesetzt, die für \""die Weißen\"" stets 0 Punkte bedeutet hat - das war doof! :("	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	3	7	4	3	3	weiblich	24	Ethnologie	Deutsch	1	1	0	8	8	4	9	3	4	6	6	3	2	6	6	7	6	5	3	6	7	4
23	EL-28	Ich fand das Experiment trotz niedriger Auszahlung und verschlechterter während des Experimentes Luft sehr spannend und interessant. Das hat mich sehr an die Studien aus dem Gebiet Entscheidungstheorie erinnert, die ich im Laufe meines Studiums kennengelernt habe. Besonders interessant fand ich, dass eine Gruppe im Experiment den Auftritt der Situation mit 70%-iger Wahrscheinlichkeit kannte und die andere Gruppe nicht. 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	2	6	1	1	5	weiblich	22	BWL	Kasachstan	3	1	2	8	8	7	9	7	6	4	6	5	7	2	5	6	3	7	3	5	6	3
24	EL-29	etwas langweilig, blöde Situation wenn immer 50:50 ist, da blau nur c nimmt und weiß nur a	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	3	5	3	5	weiblich	22	Psychologie	deutsch	1	0	1	5	8	6	6	7	5	2	5	6	7	1	6	5	6	7	6	6	5	6
