Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
3	Trotzdem A? Dann haben wir wenigstens 10 sicher	Weiﬂ  2	1	91	4	1	1	3	3	1	1	0	4	0	4	1	1	3	3	1	3	0	4	0	0	0	0
3	hmm stimmt auch wieder	Weiﬂ  3	1	69	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
3	kein schlechter Gedanke eigtl	Weiﬂ  1	1	67	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
3	also a	Weiﬂ  3	1	61	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	jo	Weiﬂ  1	1	58	10	1	1	3	3	1	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	ok a	Weiﬂ  2	1	58	10	4	1	3	9	4	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	10 sicher klingt mir auch lieber	Weiﬂ  1	1	51	4	4	1	3	9	4	1	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  1	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  3	2	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  2	2	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	dann B ?	Weiﬂ  1	2	102	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	dann bin ich f¸r B	Weiﬂ  2	2	101	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	ok, also weiﬂ w‰hlt b und blau c und der Zufall entscheidet	Weiﬂ  3	2	93	7	4	1	3	9	4	3	0	4	0	8	2	1	3	4	1	3	0	2	0	0	0	0
3	eig sollten wir dann auch A w‰hlen	Weiﬂ  1	2	75	10	1	1	3	3	1	3	0	4	0	10	1	2	3	3	1	3	0	4	0	0	0	0
3	wissen wir ja aber nicht ob blau das wirklich macht	Weiﬂ  2	2	59	10	4	1	3	9	4	3	0	2	0	10	4	1	3	9	4	3	0	2	0	0	0	0
3	Nee, dann kriegen wir selbst wenn wir gewinne nur 10	Weiﬂ  3	2	52	4	4	1	3	9	4	3	0	4	0	4	4	1	3	9	4	3	0	4	0	0	0	0
3	Bessere Chancen haben wir bei b	Weiﬂ  3	2	43	4	2	1	3	4	4	1	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	und anders 0	Weiﬂ  1	2	42	4	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
3	bei B haben alle was davon	Weiﬂ  2	2	40	3	2	1	3	4	4	2	0	4	0	3	2	1	3	4	1	2	0	4	0	0	0	0
3	die blauen stimmen ja auch ab	Weiﬂ  3	2	25	8	4	2	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	3	0	0	0	0
3	ja klar	Weiﬂ  2	2	17	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	ok B	Weiﬂ  1	2	9	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	Jop	Weiﬂ  2	2	7	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	jup	Weiﬂ  3	2	5	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	Moin	Weiﬂ  2	3	117	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	Situation Y	Weiﬂ  3	3	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	hab y	Weiﬂ  2	3	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  1	3	107	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	dann B	Weiﬂ  3	3	98	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	b	Weiﬂ  1	3	96	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	Blau wird aber auf C gehen	Weiﬂ  2	3	86	10	4	1	3	9	4	3	0	3	0	10	4	1	3	9	4	3	0	2	0	0	0	0
3	dann ist 5050	Weiﬂ  1	3	75	10	4	1	3	9	4	3	0	3	0	8	4	1	3	9	4	3	0	4	0	0	0	0
3	und dann ist 50%,dass wir garnichts kriegen	Weiﬂ  2	3	63	10	4	1	3	9	4	3	0	3	0	8	4	1	3	9	4	3	0	4	0	0	0	0
3	einfach b	Weiﬂ  1	3	48	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	was anderes geht nicht doer?	Weiﬂ  1	3	41	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	Aber A kˆnnen wir auch nich w‰ahlen	Weiﬂ  3	3	38	3	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	genau	Weiﬂ  3	3	35	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	voll kacke dann bei Y	Weiﬂ  2	3	21	8	4	1	3	9	4	3	0	4	0	10	4	1	2	9	4	3	0	4	0	0	0	0
3	b	Weiﬂ  1	3	8	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	ja	Weiﬂ  2	3	4	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	viel Gl¸ck	Weiﬂ  2	3	1	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  2	4	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  3	4	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  1	4	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y it is 	Weiﬂ  1	4	111	1	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	also b	Weiﬂ  2	4	100	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	also was w‰hlen? 	Weiﬂ  1	4	99	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	yo	Weiﬂ  1	4	97	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	ja	Weiﬂ  3	4	94	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	ok b	Weiﬂ  1	4	91	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	y	Weiﬂ  1	1	120	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  3	1	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  2	1	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	ok, also b	Weiﬂ  3	1	110	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	b	Weiﬂ  1	1	107	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	yo	Weiﬂ  2	1	100	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  3	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Habe Y	Weiﬂ  1	2	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Y	Weiﬂ  2	2	110	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Ok, dann Y	Weiﬂ  1	2	107	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	also B	Weiﬂ  3	2	105	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	ja, B	Weiﬂ  2	2	100	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	Jop	Weiﬂ  1	2	97	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	ich hoffe daas blau auch B w‰hlt	Weiﬂ  3	2	78	9	2	1	3	4	1	3	0	3	0	9	2	1	3	4	1	3	0	1	0	0	0	0
4	mindestens eine von denen	Weiﬂ  2	2	67	10	4	1	3	9	4	3	0	4	0	9	2	1	3	4	1	3	0	1	0	0	0	0
4	Ist halt die Frage ob sie pokern wollen und vielleicht nichts bekommen, oder in jedem fall 10 Punkte	Weiﬂ  1	2	53	10	4	1	3	9	4	1	0	4	0	10	4	1	3	9	4	3	0	3	0	0	0	0
4	stimmt das w¸rde reichen	Weiﬂ  3	2	50	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	10 punkte sind knapp 3 euro	Weiﬂ  1	2	36	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
4	B ist besser 	Weiﬂ  2	2	34	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	lieber das sicher oder vlt gar nichts? :P	Weiﬂ  1	2	28	10	4	1	3	9	4	2	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	Ja B ist besser	Weiﬂ  1	2	23	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	stimmt	Weiﬂ  3	2	20	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	also, B wahlen	Weiﬂ  2	2	8	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4		Weiﬂ  2	2	8				3				1										1		0	0	0	0
4	Ja	Weiﬂ  1	2	2	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	jo	Weiﬂ  3	2	2	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  1	3	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  2	3	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  3	3	115	1	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	0	1	1
4	B	Weiﬂ  3	3	106	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	jo	Weiﬂ  2	3	102	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	ok	Weiﬂ  1	3	101	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  1	4	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	X	Weiﬂ  2	4	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  3	4	113	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
4	a	Weiﬂ  3	4	110	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	A	Weiﬂ  2	4	109	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	jup	Weiﬂ  1	4	105	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	chillige 20 Punkte	Weiﬂ  2	4	104	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	2	0	4	0	0	0	0
4	tipp europameister?	Weiﬂ  3	4	101				3				1										1		0	0	0	0
4	?!	Weiﬂ  1	4	95				3				1										1		0	0	0	0
4	Ger	Weiﬂ  2	4	95				3				1										1		0	0	0	0
4	Italien gewinnt heute	Weiﬂ  2	4	86				3				1										1		0	0	0	0
4	ja	Weiﬂ  3	4	79	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	die blauen langweilen sich bestimmt zu Tode	Weiﬂ  2	4	45	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	haha wie jeder hier	Weiﬂ  3	4	36	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	$	Weiﬂ  3	4	32				3				1										1		0	0	0	0
4	wir haben wenigstens was zutun	Weiﬂ  2	4	24	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	2 min sind echt zu lange	Weiﬂ  1	4	19	8	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	das stimmt	Weiﬂ  3	4	18	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	immer das gleiche	Weiﬂ  3	4	8	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	:(	Weiﬂ  3	4	5				3				1										1		0	0	0	0
5	moin	Weiﬂ  3	1	116	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  2	1	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	hab y	Weiﬂ  3	1	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	moin	Weiﬂ  2	1	112	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	computer says y	Weiﬂ  1	1	109	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	also b?	Weiﬂ  1	1	96	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	dann b und wieder 50/50	Weiﬂ  3	1	93	10	2	1	3	4	1	3	0	3	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	b	Weiﬂ  2	1	91	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
5	ja denke ich auch	Weiﬂ  1	1	81	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	germknˆdel war nicht gut heute	Weiﬂ  2	1	55				3				1										1		0	0	0	0
5	eben war dreimal X als Info und am ende Y	Weiﬂ  3	1	39	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
5	voll das Pech	Weiﬂ  3	1	25	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	oha, eine falle	Weiﬂ  1	1	22	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
5	darauf germknˆdel als entsch‰digung	Weiﬂ  1	1	10	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
5	jetzt hab ich hunger	Weiﬂ  3	1	0	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
5	x	Weiﬂ  1	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	Habe X	Weiﬂ  2	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	x	Weiﬂ  3	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	Dann ist's wohl X	Weiﬂ  2	2	112	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	also a	Weiﬂ  1	2	111	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
5	jo	Weiﬂ  3	2	107	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
