Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	Etwas langatmig. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	7	6	7	6	6	weiblich	26	Französisch	Deutsch	1	0	1	7	7	4	7	6	6	4	6	6	3	4	6	7	2	5	5	7	7	4
12	EL-15	Zu wenig Gewinn durch die zufällige Auslosung dreier Runden. Sehr langweiliges Experiment im Vergleich zu anderen, da sehr viel Wartezti und die Notizphase viel zu lange dauerte.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	1	7	1	5	männlich	26	Rechtswissenschaft	deutsch	3	3	0	2	7	6	4	3	7	6	6	4	3	6	7	7	6	5	1	4	7	6
13	EL-16	wenig abwechslungsreich, langatmig	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	4	9	9	9	5	4	5	weiblich	24	Sozialökonomie	deutsch	1	1	0	7	10	4	6	6	5	2	5	5	5	2	6	6	2	6	3	7	6	6
14	EL-20	Ich fand es gut für mich, weil ich in der blauen Gruppe war und für mich eine optimale Strategie entdeckt habe. Generell waren 120 Sekunden für Notizen zu lange meines Erachtens. Außerdem war der Erwartungswert der Gruppen glaube ich nicht ausgeglichen. Objektiv betrachtet also unfair und mit Optimierungspotentiel. Hat aber auch so Spaß gemacht. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	2	1	7	4	männlich	32	wima	d	4	2	2	2	8	5	8	7	7	1	5	1	5	4	7	6	3	5	2	6	6	3
15	EL-21	Nicht schwierig. Ich wusste schon. EIn Freund von mir hat mir erzählt.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	4	5	5	5	5	3	5	männlich	29	Germanistik	Lettland	0	0	0	5	3	5	5	4	5	4	3	5	4	4	2	2	5	4	4	5	4	3
16	EL-22	Was sollte der Blödsinn mit den Notizen??? Das waren 40 verschenkte Minuten meinerLebenszeit!!! Was soll man sich bitte notieren wollen???	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	3	3	5	7	6	6	männlich	34	Soziologie	Deutsch	3	2	1	3	7	5	7	6	5	3	5	2	6	5	4	4	3	6	4	5	3	5
17	EL-23	Gut, jedoch waren die 2 Minuten zum Notizen machen in den Runden zu lang, da es jedes Mal die gleichen zwei Situationen X und Y waren.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	7	4	2	7	4	weiblich	21	VWL	deutsch	1	1	0	6	6	3	7	6	7	3	3	4	5	2	7	2	3	6	2	5	4	5
18	EL-24	Gut, jedoch waren die Bedenkzeiten deutlich zu lange	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	2	3	2	3	5	weiblich	21	Politikwissenschaft	Deutsch	1	0	1	9	7	4	8	7	6	4	6	5	6	2	6	6	1	2	1	6	7	6
19	EL-25	sehr lang, sehr unspektakulär, ermüdend, vorhersehbar	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	1	1	5	3	weiblich	29	erziehungswissenschaft	deutsch	1	0	1	8	7	6	10	7	7	2	4	7	5	2	6	4	5	7	5	6	6	3
20	EL-26	es war nicht wchwer aber lang	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	6	10	9	8	8	6	weiblich	24	Erziehungswissenschaft	Russland	3	1	1	7	8	6	6	6	6	6	6	7	7	5	6	4	5	5	7	7	7	6
21	EL-27	war jetzt nicht so spannend , da keinder die chatfunktion genutzt hat... außer mir der keine Infos hatte :) Es gab für Die weißen echt keinen Grund eine Info preiszugeben...	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	6	10	3	7	männlich	28	PEP	DEUTSCH	1	0	1	7	8	5	8	6	7	5	7	4	6	4	7	7	4	5	1	5	7	6
22	EL-28	Sehr interessant. Ich bin immer wieder erstaunt, dass nicht alle Mitspieler so spielen, dass man überhaupt ewtas bekommt, sondern versuchen auf Risiko zu gehen 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	7	2	1	2	weiblich	27	Handeslschuhllehramt 	deutsch	2	0	2	10	9	7	10	6	6	2	3	5	7	1	5	2	5	4	4	7	3	4
23	EL-29	2 Minuten waren zu lang	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	7	3	7	3	weiblich	25	Wirtschaftsingenieurwesen	deutsch	2	2	0	10	9	7	10	6	7	4	5	4	5	1	7	5	4	6	1	7	6	5
24	EL-30	es war ein interessantes Experiment. Jedoch fand ich die zufällige Auszahlung nach Runden etwas unfair und hätte einen Durchschnittswert bevorzugt	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	3	4	2	4	weiblich	21	Rechtswissenschaft	Deutsche	1	1	0	6	8	4	8	3	6	3	5	6	7	4	7	7	5	5	3	6	7	4
