Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	lie_c	lie_h	lie
1	dementsprechend w‰re a ja f¸r alle gut	Weiﬂ  2	2	95	3	1	1	3	3	1	3		3	1	1	3	3	1	3		0	0	0
1	A	Blau  3	2	95	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	sehr gut	Weiﬂ  2	2	91	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	js	Blau  2	2	89	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	ja genau	Blau  3	2	84	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	a	Blau  1	2	84	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	ich bin f¸r alternative a 	Weiﬂ  2	3	107	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	Mit 70% wahrscheinlichkeit:# Y	Weiﬂ  1	3	106	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	Ich habe Situation Y	Weiﬂ  3	3	106	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	cccccc	Blau  1	3	91	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
1	ich hab mit wahrscheinlichkeit x 	Weiﬂ  2	3	89	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	bei B kriegt jeder was	Weiﬂ  1	3	75	3	2	1	3	4	1	3		3	2	1	3	4	1	2		0	0	0
1	wenn situation y ist 	Weiﬂ  2	3	68	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	ja ok	Blau  1	3	58	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	richtig :)	Weiﬂ  1	3	57	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
1	bin f¸r b	Blau  1	3	45	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	ja ok, im zweifel kriegen alle nix, falls es doch x ist 	Weiﬂ  2	3	33	3	4	1	3	9	4	2		10	4	1	3	9	4	3		0	0	0
1	wenn zwei die info y haben, is es wohl sehr wahrscheinlich	Weiﬂ  1	3	24	8	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	sehe ich auch so	Weiﬂ  3	3	13	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
1	ja lass b nehmen 	Weiﬂ  2	3	12	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	hi leute	Weiﬂ  1	4	109	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	hey	Weiﬂ  3	4	101	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	nach meiner information liegt x vor	Weiﬂ  1	4	98	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	A w‰re fair und h‰tt die hˆchsten Gewinnchancen!	Blau  3	4	91	3	1	1	3	3	1	2		10	1	1	3	3	1	1		0	0	0
1	ich habe die info ¸ber y	Weiﬂ  3	4	88	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	hat noch jemand die info?	Weiﬂ  1	4	86	10	4	1	3	9	4	3		10	4	2	3	9	4	3		0	0	0
1	Hi! Ich bin Weiﬂ 2. Situation Y, also B?	Weiﬂ  2	4	85	1	3	1	3	4	1	3		1	2	1	3	4	1	3		0	0	0
1	B sage ich auch	Weiﬂ  3	4	74	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	W¸rde ich auch sagen	Blau  1	4	65	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	also habt ihr beide, dass y vorliegt?	Weiﬂ  1	4	58	10	4	2	3	9	4	3		10	4	2	3	9	4	3		0	0	0
1	ja	Weiﬂ  3	4	54	1	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	b is geloggt! 	Blau  2	4	54	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	Richtig	Weiﬂ  2	4	53	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
1	B! machen wir	Blau  3	4	47	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
1	ok, dann liegt zu 70% y vor	Weiﬂ  1	4	41	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
1	das problem ist, wir bekommen dann zu 30% nichts	Weiﬂ  1	4	28	4	4	1	3	9	4	3		8	4	1	3	9	4	2		0	0	0
1	Dann haben wir unsere Entscheidung getroffen	Blau  1	4	28	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	tja	Blau  3	4	20	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	und zu 70% was 	Blau  2	4	19	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
1		Blau  2	4	19	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	weil mir gesagt wurde, x liegt vor	Weiﬂ  1	4	16	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	ignorieren sie das	Blau  3	4	5	10	4	1	3	9	4	3		10	4	5	3	9	4	3		0	0	0
1	ok	Weiﬂ  1	4	2	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	also y	Weiﬂ  1	4	1	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	hi	Weiﬂ  3	1	118				3				1	10	4	1	3	9	4	3		0	0	0
2	y	Weiﬂ  1	1	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Meine Info: X	Weiﬂ  2	1	113	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	mir wurde gesagt, x liegt vor	Weiﬂ  3	1	110	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	hallo 	Weiﬂ  2	1	106				3				1	10	4	1	3	9	4	3		0	0	0
2	ok 2mal x einmal y	Weiﬂ  3	1	104	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	dann also a	Weiﬂ  1	1	100	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	also sollten wir eindeutig A nehmen	Weiﬂ  3	1	97	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	a :)	Blau  3	1	91	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	cool	Weiﬂ  3	1	84				3				1	10	4	1	3	9	4	3		0	0	0
2	aus sicht der weiﬂen schon.. A	Blau  2	1	81	10	1	1	3	3	1	3		10	1	3	3	3	1	3		0	0	0
2	zu 70% bekommen wir alle 20 punkte	Weiﬂ  3	1	77	8	4	1	3	9	4	3		8	4	1	3	9	4	2		0	0	0
2	das dachten wir letzte Runde auch	Blau  2	1	63	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	falls b w‰re es ‰rgerlich 	Blau  1	1	60	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	nehemn wir A	Blau  2	1	57	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	in diesem fall ist a aber noch eindeutig besser	Weiﬂ  3	1	46	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ok	Blau  1	1	41	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	weil die blauen dann auch 20 bekommen	Weiﬂ  3	1	38	3	4	1	3	9	4	1		3	4	3	3	9	4	2		0	0	0
2	oder 0 	Blau  1	1	14	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	A is schon vern¸nftig.. was sonst?	Blau  2	1	13	10	1	1	3	3	1	3		10	1	1	3	3	4	3		0	0	0
2	Y	Weiﬂ  3	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	x 	Weiﬂ  2	2	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Hallo, ich habe Info X, also A?	Weiﬂ  1	2	108	1	4	1	3	9	4	3		1	1	1	3	3	1	3		0	0	0
2	jo, dannn A	Weiﬂ  3	2	100	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ja	Blau  3	2	96	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	a	Blau  2	2	96	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	eben hatten wir 2 mal x und einmal y und es war doch x 	Weiﬂ  2	2	91	7	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	also ich glaub man kann es nie wissen 	Weiﬂ  2	2	84	7	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	aber ja A 	Weiﬂ  2	2	82	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ich meinte 1 mal x und 2 mla y 	Weiﬂ  2	2	72	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Wahrscheinlichkeit heiﬂt nun mal eben leider nicht Sicherheit	Weiﬂ  1	2	68	7	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
2	das stimmt 	Weiﬂ  2	2	63	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
2	wird schon richtig sein :-)	Blau  2	2	55	9	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	diesmal hoffentlich ja ^^	Weiﬂ  1	2	38	9	4	1	3	9	4	3		9	4	1	3	9	4	3		0	0	0
2	denk ich auch	Weiﬂ  3	2	31	9	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Ich hab X	Weiﬂ  3	3	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	ich hatte y	Weiﬂ  1	3	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	x bei mir	Weiﬂ  2	3	114	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	also a?	Weiﬂ  2	3	100	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	zweimal X, dann Situation a?	Weiﬂ  3	3	98	10	1	1	3	3	1	3		10	1	1	3	8	1	3		0	0	0
2	oui	Blau  1	3	96	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ja A	Blau  3	3	96	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ja 	Weiﬂ  1	3	89	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ich h‰tte gern c	Blau  2	3	73	10	3	1	3	5	4	3		10	3	1	3	5	1	3		0	0	0
2	ich nicht :D	Weiﬂ  2	3	58	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	schˆn f¸r dich	Blau  1	3	56	10	4	1	3	9	4	3		10	4	4	2	9	4	3		0	0	0
2	du bist ¸berstimmt :)	Blau  3	3	48	10	4	1	3	9	4	3		10	4	4	3	9	4	3		0	0	0
2	x	Weiﬂ  2	4	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	x	Weiﬂ  3	4	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	x	Weiﬂ  1	4	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	A	Weiﬂ  3	4	110	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	a	Blau  3	4	108	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	dann w‰hlen wir A	Weiﬂ  1	4	106	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ja	Weiﬂ  2	4	102	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	roger that	Blau  1	4	96	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Das macht auch am meisten Sinn	Blau  2	4	89	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
2	nicht wenn alle y h‰tten	Blau  1	4	77	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Ja, stimmt da hast du Recht	Blau  2	4	26	10	4	1	3	9	4	3		10	4	4	1	9	4	3		0	0	0
3	x	Weiﬂ  1	1	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  2	1	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	x	Weiﬂ  3	1	107	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Dann A	Weiﬂ  2	1	103	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	jo	Weiﬂ  3	1	101	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ja 	Weiﬂ  1	1	100	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ok	Blau  1	1	90	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	japp	Blau  2	1	87	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	X A ist eh das coolste	Weiﬂ  3	1	83	10	1	1	3	8	2	3		10	1	1	3	8	1	3		0	0	0
3	seh ich genauso :)	Blau  3	1	54	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  2	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	mir liegt y vor	Weiﬂ  1	2	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  3	2	109	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	dann b	Blau  3	2	103	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	b	Weiﬂ  3	2	101	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	jo	Weiﬂ  2	2	99	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	abgemacht	Weiﬂ  1	2	97	6	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	b	Blau  2	2	93	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	Dann haben wir uns geeignet	Blau  3	2	74	6	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	wenn alle blauen C w‰hlen wird gelost!! HˆHˆ..  ich bin aber auch f¸r B	Blau  1	2	46	10	2	1	3	4	1	3		8	2	2	3	4	1	3		0	0	0
3	Das stimmt	Blau  3	2	14	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	und dann wirds a und die blauen ‰rgern sich xD	Blau  2	2	12	10	4	2	3	9	4	3		10	4	2	3	9	4	3		0	0	0
3	weil der PC dann lost	Blau  2	2	2	7	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  1	3	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  2	3	100	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  3	3	97	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	"dann bitte b oder c;)"	Blau  1	3	96	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	B	Weiﬂ  2	3	90	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	c	Blau  3	3	88	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	definitiv B	Weiﬂ  1	3	77	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	b ist doch ok, dann verliert keiner	Blau  1	3	76	3	2	1	3	4	1	3		3	2	1	3	4	1	2		0	0	0
3	B	Weiﬂ  3	3	76	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	blau f¸r c 	Blau  2	3	75	4	3	1	3	5	1	3		10	3	2	3	5	4	3		0	0	0
3	ok 	Blau  2	3	69	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	blau sollte f¸r c stimmen	Blau  3	3	42	4	3	2	3	5	4	3		10	3	2	3	5	4	3		0	0	0
3	denke icheig auch 	Blau  2	3	36	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	ok	Blau  1	3	19	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	blau 1? bist du dabei?	Blau  3	3	18	10	4	4	3	9	4	3		10	4	4	3	9	4	3		0	0	0
3	sehr gut!	Blau  3	3	15	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ja	Blau  1	3	15	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ist doch echt ein wenig assi	Weiﬂ  1	3	1	10	4	1	2	9	4	3		10	4	1	2	9	4	3		0	0	0
3	Dann sollte Weiﬂ a	Weiﬂ  2	3	1	10	1	2	3	3	4	3		10	1	2	3	3	4	3		0	0	0
3	x? 	Weiﬂ  3	4	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  2	4	114	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  1	4	111	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	haha	Weiﬂ  3	4	106	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	klassiker	Weiﬂ  1	4	104	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	js dann y 	Blau  1	4	96	8	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	also B ?	Blau  2	4	95	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	und b 	Blau  1	4	92	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	B	Weiﬂ  3	4	91	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	Nehmen wir c?	Blau  3	4	89	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	OK B	Blau  3	4	82	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	is fair :D 	Blau  1	4	81	3	4	1	3	9	4	3		10	4	1	3	9	4	1		0	0	0
3	c meine ich 	Blau  1	4	74	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	B ist fair.	Blau  2	4	52	3	2	1	3	4	1	3		10	2	1	3	4	1	1		0	0	0
3	wieso is c fair? da kriegen wir weiﬂen nie was	Weiﬂ  1	4	46	10	4	1	3	9	4	1		4	4	1	3	9	4	1		0	0	0
3	kappa vergessen 	Blau  1	4	24	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	aber die blauen auf jefen fall...	Weiﬂ  2	4	18	10	4	1	3	9	4	3		10	4	4	3	9	4	3		0	0	0
3	war nicht so ernst gemeint :P 	Blau  1	4	5	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	lass uns immer das nehmen wo auf jeden Fall jemand was bekommt	Blau  3	4	0	3	4	1	3	9	4	2		10	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  2	1	120	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  3	1	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  1	1	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	dann a	Weiﬂ  2	1	110	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	Kay.. A	Blau  1	1	109	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	a :)	Blau  2	1	108	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	:)	Blau  3	1	100	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	klare sache, scheints	Weiﬂ  3	1	99	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	ok	Weiﬂ  1	1	96	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	C w‰re doch auch schˆn? oder was sagt weiﬂ dazu? ‰rger ‰rger	Blau  1	1	5	10	3	3	3	5	1	3		10	3	3	3	5	1	3		0	0	0
4	x	Weiﬂ  3	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	X	Weiﬂ  1	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	dann a	Blau  1	2	113	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	ja geil, hier auch x	Weiﬂ  2	2	109	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	jo	Weiﬂ  1	2	106	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	super	Weiﬂ  3	2	103	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
4	a	Blau  3	2	103	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	a	Weiﬂ  3	2	102	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	Das ging ja schnell	Blau  1	2	66	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	wie lustig, wenns nu y w‰r..nicht unmˆglich	Weiﬂ  2	2	53	7	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
4	Blau 3: wie sicher?	Blau  2	2	46	8	4	1	3	9	4	3		10	4	5	3	9	4	3		0	0	0
4	6.3 prozent	Weiﬂ  3	2	38	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
4	f¸r y	Weiﬂ  3	2	10	8	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	X	Weiﬂ  1	3	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  2	3	111	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	dann a	Blau  2	3	108	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	x	Weiﬂ  3	3	107	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
4	ja	Weiﬂ  3	3	105	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	jo	Weiﬂ  2	3	104	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	OK	Blau  3	3	67	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	y	Weiﬂ  2	4	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	y	Weiﬂ  1	4	96	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
4	x	Weiﬂ  3	4	95	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	wieder B? 	Weiﬂ  2	4	90	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	also b	Blau  2	4	90	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	ja B	Weiﬂ  1	4	84	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	oder c	Blau  1	4	81	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
4	ja B	Blau  3	4	77	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	B	Weiﬂ  1	4	72	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	@blaue: w‰hlt c!	Blau  1	4	61	10	3	2	3	5	4	3		10	3	2	3	5	4	3		0	0	0
4	meutereeeei :D	Weiﬂ  2	4	40	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	wenn blau weiter so mies ist sagt weiﬂ bald nicht mehr was das f¸r eine situation ist :D	Weiﬂ  1	4	26	10	4	1	3	9	4	3		10	4	1	2	9	4	3		0	0	0
4	was bringt es uns blauen... nix	Blau  2	4	2	4	4	1	3	9	4	1		4	4	5	3	9	4	3		0	0	0
5	x	Weiﬂ  2	1	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
5	X	Weiﬂ  1	1	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
5	x	Weiﬂ  3	1	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
5	also a	Weiﬂ  1	1	108	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
5	jop	Weiﬂ  2	1	102	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
5	a :)	Blau  1	1	97	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
5	mit welcher Wahrscheinlichkeit liegt es euch vor?	Blau  3	1	91	8	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
5	immer die gleich wie im Zettel beschreiben?!	Weiﬂ  1	1	74	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
5	@blau3: das wird einem nicht angezeigt 	Weiﬂ  2	1	61	8	4	5	3	9	4	3		8	4	5	3	9	4	3		0	0	0
5	Alles kalr	Blau  3	1	45	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
5	klar	Blau  3	1	40	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
5	steht immer nur entweder x oder y	Weiﬂ  3	1	38	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
5	okay danke!	Blau  2	1	27	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
5	X	Weiﬂ  3	2	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
5	y	Weiﬂ  2	2	108	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
5	x	Weiﬂ  1	2	104	2	4	1	3	9	4	3		2	4	1	3	9	4	3		1	1	1
