Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	Zu lange pausen zwischen den Fragen.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	5	3	3	1	6	3	männlich	24	Mode Design	deutsch	2	2	0	3	9	5	6	7	5	4	7	6	4	2	6	7	4	6	2	6	7	7
12	EL-15	-	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	7	5	2	2	4	weiblich	31	Stadtplanung	Deutsch	0	0	0	3	8	1	10	6	5	4	3	4	2	4	6	1	6	7	4	6	6	3
13	EL-16	"man hat gegen ende gemerkt, wie die weißen gieriger wurden...\r\nsie haben versucht durch verschiedene Aussagen, die auswahl-option der blauen zu beeinflussen....\r\nz.b. \"" die blauen machen immer C auch wenn drei mal X kommt!\"" oder \""wir haben gar nicht so viele 20 Punkte\"" "	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	5	10	1	3	männlich	21	Rechtswissenschaft	Deutsch	4	1	3	7	7	5	7	4	7	5	6	3	4	3	4	5	4	5	4	5	4	5
14	EL-20	zu lange Chatdauer	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	8	9	10	7	8	3	männlich	22	Mode-Design	deutsch	4	0	4	6	8	5	9	4	5	5	6	5	7	7	5	7	5	3	3	6	7	7
15	EL-21	Teilweise haben sich die blauen Personen sehr dumm angestellt und teilweise so gestimmt, dass es nur Vorteilhaft für die weißen ist. Interessant wäre eventuell auch die Funktion gewesen, dass die blauen untereinander kommunizieren können ohne, dass die weißen etwas mitbekommen. Das hätte das Experiment für einige blaue weniger frustrierend gemacht.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	5	2	6	9	männlich	19	Informatik (B. Sc.)	britisch	3	3	0	6	5	2	7	6	5	5	7	7	4	6	5	7	6	7	7	7	7	5
16	EL-22	als blaue Gruppe extrem langatmig, kürzere Chatzeit über die Dauer wäre besser (ab 5. Runde)	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	8	9	8	6	männlich	26	Wirtschaftsinformatik	deutsch	1	1	0	5	5	1	3	7	4	2	2	3	5	6	2	1	4	3	5	7	2	6
17	EL-23	zu lange  Chatphasen 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	6	8	3	1	5	4	weiblich	28	Rechtswissenschaften	Deutsch 	2	0	2	2	6	1	3	5	4	5	2	4	3	6	5	1	4	3	2	5	2	1
18	EL-24	gut	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	7	1	7	2	weiblich	32	Romanistik	deutsch	2	2	0	7	8	8	10	5	6	2	5	4	7	4	7	7	6	6	3	7	7	5
19	EL-25	gut	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	10	7	5	3	3	5	weiblich	26	BWL	deutsch, amerikanisch	2	2		5	8	4	7	4	6	2	6	6	5	4	6	4	4	5	2	6	4	5
20	EL-26	sehr gelungen, hat spaß gemacht	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	3	10	8	9	8	7	5	weiblich	26	Portugiesisch	deutsch	1	0	1	0	9	7	7	7	6	2	6	3	7	5	7	7	2	6	2	5	7	5
21	EL-27	nein	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	5	1	1	5	4	weiblich	28	LAB	deutsch	1	0	1	4	8	2	7	5	7	1	7	4	5	7	7	7	2	4	2	7	7	3
22	EL-28	ich fand das Experiment für die blauen Teilnehmer sehr langweilig. Ich weiß nicht ob man vielleicht nach der Hälfte hätte wechseln können, sodass die blauen auch nochmal aktiv werden können, da 20 Runden sehr viel war. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	10	10	1	8	6	4	weiblich	19	BWL	deutsch	3	2	1	6	9	7	7	3	7	2	4	6	7	2	7	2	6	6	1	6	5	4
23	EL-29	\r\ngut, die Zeit von 2 Minuten könnte etwas gekürzt werden. 	ja, ich kannte die Chatfunktion schon vorher	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	7	7	2	7	6	männlich	25	Politikwissenschaft/ Wirtschaft	deutsch	2	2	0	4	7	3	7	5	4	3	5	6	6	3	3	5	3	4	6	7	6	5
24	EL-30	-	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	3	8	9	6	5	8	4	männlich	26	Ostasien	Deutsch	1	1		3	6	7	8	3	4	2	4	1	5	6	4	6	2	4	4	6	5	6
