Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension9_C	Dimension10_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	Dimension9_H	Dimension10_H	lie_c	lie_h	lie
1	x	Weiﬂ  2	2	80	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	y	Weiﬂ  3	2	80	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	ok :D	Weiﬂ  1	2	69	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	das heiﬂt das es wahrscheinlich auch wirklich x ist oder	Weiﬂ  1	2	34	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	dann w‰re a am sinnvollsten	Weiﬂ  2	2	27	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	vermutlich	Weiﬂ  3	2	24	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	jubb A w‰re am besten	Weiﬂ  1	2	10	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	aber vielleicht auch zu 30% y?	Weiﬂ  3	2	6	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
1	auch wenn es dann y wird	Weiﬂ  2	2	6	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	hi, mein computer sagt es liegt situation X vor	Weiﬂ  2	3	90	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Meiner auch	Weiﬂ  3	3	85	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	ja meiner auch	Weiﬂ  1	3	84	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	dann sollten wir alle f¸r A stimmen	Weiﬂ  2	3	67	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
1	dann lsst uns a w‰hlen damit alle verdienen	Weiﬂ  1	3	62	10	1	1	3	3	2	3	0	4	0	4	1	1	3	3	1	2	0	4	0	0	0	0
1	genau !	Weiﬂ  1	3	55	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	Das denke ich auch	Weiﬂ  3	3	53	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	genau	Weiﬂ  2	3	51	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	wie hoch ist die wahrscheinlichkeit dass us der comp alle 3 anl¸gt? ^^	Weiﬂ  2	3	18	8	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
1	*uns	Weiﬂ  2	3	10	8	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Verschwindend gering	Weiﬂ  3	3	2	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
1	wenn das jetzt geschieht w‰r das blˆd	Weiﬂ  1	3	1	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
1	Eure Infos? Meine lautet Y...	Weiﬂ  1	4	101	1	4	1	3	9	4	3	0	4	0	1	4	2	3	9	4	3	0	4	0	0	0	0
1	ich habe die Inofrmation, dass die Situation x ist	Weiﬂ  3	4	96	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
1	Mr White 2?	Weiﬂ  1	4	73	10	4	4	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
1	Die Situation x ,Alternative  A	Weiﬂ  2	4	59	1	1	1	3	3	2	3	0	4	0	1	1	1	3	3	1	3	0	4	0	0	0	0
1	Macht Sinn!	Weiﬂ  1	4	45	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
1	ja ist f¸r uns am sichersten 	Weiﬂ  3	4	40	10	1	1	3	3	2	3	0	4	0	4	4	2	3	9	4	3	0	4	0	0	0	0
1	nat¸rlich	Weiﬂ  2	4	30	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Eure Infos? Meine = Y	Weiﬂ  1	1	113	1	4	1	3	9	4	3	0	4	0	1	4	2	3	9	4	3	0	4	0	0	0	0
2	hello! auch y bei mir!	Weiﬂ  3	1	103	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Bbei mir x	Weiﬂ  2	1	100	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	Also dann Variante B?	Weiﬂ  1	1	88	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	ok dann wahrscheinlich y oder?	Weiﬂ  3	1	88	10	2	1	3	4	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	jop, denk ich auch	Weiﬂ  1	1	82	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	ja wenn bei mir eher b	Weiﬂ  2	1	81	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	jubb	Weiﬂ  3	1	80	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	B!!	Weiﬂ  3	1	72	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	Muy bien	Weiﬂ  1	1	67	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	ja oay	Weiﬂ  2	1	65	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	okay	Weiﬂ  2	1	63	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	si	Weiﬂ  3	1	63	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Und sonst so? Brexit 'n' stuff...	Weiﬂ  1	1	41				3				1										1		0	0	0	0
2	"puh harter tobak ;)"	Weiﬂ  3	1	27				3				1										1		0	0	0	0
2	auf jedenfalll 	Weiﬂ  2	1	16				3				1										1		0	0	0	0
2	Ja, schlimme Sache das	Weiﬂ  1	1	14				3				1										1		0	0	0	0
2	nich gut	Weiﬂ  2	1	10				3				1										1		0	0	0	0
2	Mein Computer hat Y angezeigt	Weiﬂ  1	2	111	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	hi, mein computer sagt es liegt situation Y vor	Weiﬂ  3	2	109	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	X	Weiﬂ  2	2	95	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
2	Dann ist Y wahrscheinlicher	Weiﬂ  1	2	73	7	4	1	3	9	4	3	0	4	0	7	4	1	3	9	4	3	0	4	0	0	0	0
2	bin f¸r a	Weiﬂ  2	2	69	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	theoretisch ja!	Weiﬂ  3	2	65	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	"denk dran, 30% l¸gt der computer ;)"	Weiﬂ  3	2	46	8	4	1	3	9	4	3	0	4	0	8	4	4	3	9	4	3	0	4	0	0	0	0
2	Ich f¸r B	Weiﬂ  1	2	45	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	jupp	Weiﬂ  2	2	40	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	Wenn wir alle f¸r A stimmen und blau komplett f¸r C, wird nach Los entschieden und einer geht leer aus	Weiﬂ  1	2	16	10	4	1	3	2	1	1	0	3	0	8	4	1	3	9	4	1	0	2	0	0	0	0
2	wir sollten A w‰hlen	Weiﬂ  3	2	2	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	alle a?	Weiﬂ  2	2	2	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	y	Weiﬂ  2	3	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	y	Weiﬂ  1	3	114	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bein mir auch	Weiﬂ  3	3	112	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	top	Weiﬂ  2	3	108	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	ja dann sollten wir b ausw‰hlen damit jeder was davon hat	Weiﬂ  3	3	99	3	2	1	3	4	1	2	0	3	0	3	2	1	3	4	1	2	0	4	0	0	0	0
2	B	Weiﬂ  1	3	96	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
2	genau =)	Weiﬂ  2	3	91	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	super	Weiﬂ  1	3	84	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	genau ^^	Weiﬂ  3	3	79	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	jetzt wo wir uns entschieden haben vergeht die zeit aber ziemlich langsam da oben ^^	Weiﬂ  3	3	27	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
2	jaaa!	Weiﬂ  2	3	21	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	y	Weiﬂ  2	4	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	hi	Weiﬂ  1	4	117	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir y	Weiﬂ  1	4	114	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	bei mir x	Weiﬂ  3	4	108	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
2	dann w‰re a eine solide sache oder?	Weiﬂ  2	4	98	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	dann wieder a?!	Weiﬂ  1	4	94	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
2	falls es doch x w‰re	Weiﬂ  2	4	90	10	1	1	3	3	2	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	japp!	Weiﬂ  2	4	86	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	jajajaja	Weiﬂ  1	4	85	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	klingt gut!	Weiﬂ  3	4	81	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
2	prima :)	Weiﬂ  2	4	77	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
2	Das ging schnell	Weiﬂ  3	4	69	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
2	supi! :)	Weiﬂ  1	4	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	bei mir y	Weiﬂ  1	1	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	bei mir auch y	Weiﬂ  2	1	111	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  3	1	107	2	4	1	3	9	4	3	0	4	0	2	4	1	3	9	4	3	0	4	0	1	1	1
3	B?	Weiﬂ  2	1	103	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	b!	Weiﬂ  3	1	99	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	wenn blau mitzieht, haben wir alle was davon :D	Weiﬂ  2	1	88	10	4	1	3	9	4	2	0	1	0	3	4	1	3	9	4	2	0	1	0	0	0	0
3	klar dann pokern wir :)	Weiﬂ  1	1	79	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
3	blau geht dann auch nicht leer aus!	Weiﬂ  3	1	74	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	1	0	3	0	0	0	0
3	eben :)	Weiﬂ  1	1	57	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	skaten? wer hat lust? ^^	Weiﬂ  3	1	53	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	perfekt!	Weiﬂ  2	1	51	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	y	Weiﬂ  3	2	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	bei mir sagt er y	Weiﬂ  2	2	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	Bei mir x	Weiﬂ  1	2	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	ohhh	Weiﬂ  2	2	111	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	x B? 	Weiﬂ  1	2	97	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	wAS meint ihr was wir machen sollten ?	Weiﬂ  2	2	88	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
3	ja	Weiﬂ  3	2	87	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	x B	Weiﬂ  3	2	75	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	w¸rd ich auch so nehmen	Weiﬂ  1	2	72	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	b ausw‰hlen ? na guut	Weiﬂ  2	2	53	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	mh oder doch a?	Weiﬂ  1	2	39	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	b	Weiﬂ  3	2	27	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	ok	Weiﬂ  1	2	24	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	jaa stimmt lieber b	Weiﬂ  2	2	15	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	y	Weiﬂ  3	3	119	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	hi, mein computer sagt es liegt situation Y vor	Weiﬂ  1	3	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	meiner auch	Weiﬂ  2	3	107	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	y!	Weiﬂ  2	3	105	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	yeah	Weiﬂ  3	3	101	9	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	alle 3 y?	Weiﬂ  1	3	100	9	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
3	jubb	Weiﬂ  2	3	97	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	also B	Weiﬂ  1	3	96	10	2	1	3	4	2	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	ja!	Weiﬂ  3	3	92	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	B!!!	Weiﬂ  2	3	91	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
3	nice	Weiﬂ  1	3	86	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	wieso hat man 2 minuten zeit daf¸r?	Weiﬂ  2	3	68	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	viel zu lang!	Weiﬂ  3	3	61	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	weil manchmal nicht alle 3 dasselbe sagen	Weiﬂ  1	3	55	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	trotzdem. 	Weiﬂ  3	3	48	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	dann kann man diskutieren	Weiﬂ  1	3	47	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	den blauen muss es gerade ganzschˆn langweilig sein :P	Weiﬂ  2	3	36	10	4	1	3	9	4	3	0	3	0								1		0	0	0	0
3	auf jeden fall :D	Weiﬂ  3	3	30	10	4	1	3	9	4	3	0	3	0								1		0	0	0	0
3	war in der 2. runde bei mir schon etwas knapp	Weiﬂ  1	3	27	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	haha	Weiﬂ  1	3	22	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	‰hm okay	Weiﬂ  3	3	12	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	hallo blau :)	Weiﬂ  1	3	5	10	4	1	3	9	4	3	0	3	0								1		0	0	0	0
3	vllt sollten wir auch mehr diskutieren??	Weiﬂ  2	3	4	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	:D	Weiﬂ  2	3	1	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	Mir wurde Y angezeigt	Weiﬂ  2	4	114	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	Ahoi! Meine Info = X	Weiﬂ  1	4	111	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
3	Situation X und A	Weiﬂ  3	4	110	1	1	1	3	3	2	3	0	4	0	1	1	1	3	8	2	3	0	4	0	0	0	0
3	Jap, dann A	Weiﬂ  1	4	101	10	1	1	3	3	2	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
3	ok	Weiﬂ  3	4	91	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	Also wahrscheinlich eher X -> A	Weiﬂ  2	4	90	10	1	1	3	3	2	3	0	4	0	10	1	1	3	8	2	3	0	4	0	0	0	0
3	Perfecto!	Weiﬂ  1	4	78	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
3	"Hui sind wir gut;D"	Weiﬂ  3	4	72	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	tRƒUMCHEN	Weiﬂ  2	4	66	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
3	8)	Weiﬂ  1	4	60	10	4	1	3	9	4	3	0	4	0								1		0	0	0	0
4	hi, mein computer sagt es liegt situation Y vor	Weiﬂ  2	1	114	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	hi! bei mir wieder y	Weiﬂ  3	1	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	X	Weiﬂ  1	1	107	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	dann wieder B?	Weiﬂ  3	1	89	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	also wenny dann B	Weiﬂ  1	1	87	10	2	1	3	4	2	3	0	4	0	10	2	1	3	8	2	3	0	4	0	0	0	0
4	hm, wahrscheinlicher ist also y, aber nicht zu 100%	Weiﬂ  2	1	81	7	4	1	3	9	4	3	0	4	0	8	4	1	3	9	4	3	0	4	0	0	0	0
4	ich w‰r auch f¸r b	Weiﬂ  2	1	69	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	risiko ist nicht besonders groﬂ	Weiﬂ  2	1	41	7	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	schon klar.aber die 70% klingen soo gut	Weiﬂ  1	1	41	7	4	1	3	9	4	3	0	4	0	7	4	1	3	9	4	3	0	4	0	0	0	0
4	wie meinst du? :)	Weiﬂ  2	1	23	10	4	1	3	9	4	3	0	4	0	10	4	4	3	9	4	3	0	4	0	0	0	0
4	B!	Weiﬂ  2	1	1	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	Mir wurde Y angezeigt	Weiﬂ  3	2	114	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Bei mir Y	Weiﬂ  1	2	113	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	bei mir ist es y	Weiﬂ  2	2	112	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Also B. Davon haben alle was	Weiﬂ  3	2	98	3	2	1	3	4	1	2	0	3	0	3	2	1	3	4	1	2	0	4	0	0	0	0
4	wieder b	Weiﬂ  1	2	96	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	genau	Weiﬂ  1	2	94	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	Jup!	Weiﬂ  2	2	93	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	bei mir sagt er y	Weiﬂ  3	3	116	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	bei mir x	Weiﬂ  2	3	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	Aloha! Meine Info = Y	Weiﬂ  1	3	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	also wat machen wir dann... b oder a ?	Weiﬂ  3	3	96	10	4	1	3	9	4	3	0	4	0	10	4	2	3	9	4	3	0	4	0	0	0	0
4	W¸rd sagen B, no risk, no fun	Weiﬂ  1	3	74	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	ja ich stimme zu 	Weiﬂ  2	3	65	10	4	1	3	9	4	3	0	4	0	10	4	4	1	9	4	3	0	4	0	0	0	0
4	jaa hast recht, w‰re auch mein gedanke	Weiﬂ  3	3	60	10	4	1	3	9	4	3	0	4	0	10	4	4	1	9	4	3	0	4	0	0	0	0
4	also dann alle b	Weiﬂ  3	3	55	10	2	1	3	4	1	3	0	4	0	10	2	1	3	4	1	3	0	4	0	0	0	0
4	Astrein!	Weiﬂ  1	3	53	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	genau!	Weiﬂ  2	3	41	10	4	1	3	9	4	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  2	4	118	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	x	Weiﬂ  3	4	115	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	y	Weiﬂ  1	4	112	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
4	A?	Weiﬂ  3	4	104	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	--> a?	Weiﬂ  1	4	104	10	1	1	3	3	1	3	0	4	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	)))	Weiﬂ  3	4	98	10	4	1	3	9	4	3	0	4	0	10	4	1	3	9	4	3	0	4	0	0	0	0
4	w¸rde ich auch sagen 	Weiﬂ  2	4	95	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	ja w‰re am besten	Weiﬂ  1	4	89	10	1	1	3	3	1	3	0	4	0	10	4	1	1	9	4	3	0	4	0	0	0	0
4	ist nur die frage was die blauen machen :D	Weiﬂ  2	4	87	10	4	1	3	9	4	3	0	3	0	10	4	1	3	9	4	3	0	3	0	0	0	0
4	auch A!!	Weiﬂ  1	4	79	10	1	1	3	3	1	3	0	3	0	10	1	1	3	3	1	3	0	4	0	0	0	0
4	please	Weiﬂ  1	4	76	10	1	1	3	3	1	3	0	3	0	10	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  3	1	120	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	y	Weiﬂ  2	1	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	Y	Weiﬂ  1	1	117	1	4	1	3	9	4	3	0	4	0	1	4	1	3	9	4	3	0	4	0	0	0	0
5	dann B	Weiﬂ  2	1	106											10	2	1	3	4	1	3	0	4	0	0	0	0
