Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
12	EL-15	Erschreckend! Der Unwillen der Gruppe Blau den Informationen zu vertrauen führte zu einem Einseitigem Verhalten. Dabei wurde auf den eigenen Vorteil mehr Wert gelegt als auf eine optimale Wertschöpfung. Dies führte bei den Weißen dazu das Informationen nicht mehr richtig übermittelt wurden. Am Ende wurde kein Nutzen mehr aus den Informationen gezogen. Durch meine Wahl alle Informationen korrekt weiter zu geben, zwang die Weißen dazu die Sinnvollste Wahl zu treffen. Dies könnte jedoch auch dazu geführt haben das die Weißen untereinander gelogen haben.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	8	1	3	3	männlich	30	Informatik	Deutsch	2	1	1	7	7	7	9	6	5	2	6	7	6	5	3	6	2	7	4	6	6	4
13	EL-16	Sehr interessant. Jedoch finde ich, dass die Blauen sich zu sehr von den Weißen beeinflussen lassen haben.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	9	4	2	6	4	weiblich	27	Kriminologie	deutsch	1	0	1	7	7	3	6	6	6	4	6	5	5	2	5	6	6	6	4	6	6	4
14	EL-20	Spannend	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	9	5	6	5	2	männlich	28	Ernährungs- und Haushaltswissenschaften, Lehramt	deutsch	3	2	1	8	7	8	9	6	5	2	4	5	7	3	6	2	5	4	3	7	6	5
15	EL-21	interessant, nur die wartezeiten sind etwas lästig	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	3	4	1	3	5	weiblich	25	Rechtswissenschaften	deutsch	0			5	8	9	10	7	7	3	5	7	7	7	7	4	3	7	1	7	7	4
16	EL-22	sehr interessant	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	3	4	7	5	weiblich	20	Zahnmedizin	deutsch	2	1	1	6	9	8	7	6	5	2	6	5	7	2	4	5	4	6	5	7	7	5
17	EL-23	Als Blauer war es etwas monoton, da man nicht schreiben durfte.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	3	1	2	5	weiblich	22	Politikwissenschaft	Deutsch	1	0	1	6	7	4	7	5	5	5	6	4	5	3	6	5	3	5	2	5	6	5
18	EL-24	teilweise etwas langwierig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	5	2	3	4	weiblich	30	Elektrotechnik	Deutsch	2	0	2	8	8	4	7	6	7	4	6	6	6	2	6	3	2	6	2	6	6	6
19	EL-25	Interessant bezüglich des Misstrauens gegenüber unsicheren Aussagen	ja, ich kannte die Chatfunktion schon vorher	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	4	1	1	4	4	männlich	23	Sprachen und Kulturen Südostasiens	Deutsch	0	0	0	7	8	5	7	3	5	2	6	5	4	4	5	6	6	5	4	6	7	3
20	EL-26	unfair aufgrund der Gruppenzuteilung weiß oder blau und der unterschiedlichen Auszahlungen in den 2 Situationen	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	6	2	5	3	weiblich	26	Betriebswirtschaft	deutsch	1	1	0	8	9	7	10	6	6	4	4	3	5	4	7	5	4	6	2	7	5	6
21	EL-27	Nein	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	1	1	10	5	weiblich	32	Medizintechnik	Kamerunisch	4	0	4	0	10	1	1	7	7	7	7	1	4	1	7	1	1	7	7	7	1	7
22	EL-28	Langweilig, in die länge gezogen und zu guter letzt Scheiße.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	9	7	6	6	6	6	weiblich	22	BWL	deutsch	0	0	0	5	6	6	6	5	5	5	5	5	4	3	4	3	5	5	3	4	5	7
23	EL-29	nö	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	10	7	5	3	männlich	21	Informatik	De	1	0	1	8	7	6	9	5	5	3	6	5	7	7	5	7	2	2	4	5	7	5
24	EL-30	Für die blauen Mitglieder war es sehr langweilig, nicht mitchatten zu können. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	9	5	3	8	5	weiblich	25	Lehramt	deutsch	1	1	0	8	7	6	9	6	5	3	5	5	6	5	4	6	5	6	5	6	4	4
