Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	ein gutes experiment was etwas zu lang gedauert hat	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	8	4	3	5	6	weiblich	20	rechtswissenschaften	deutsch	1	0	1	3	9	6	6	7	7	4	7	7	7	4	6	6	2	6	1	7	7	5
12	EL-15	Lustig. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	10	10	10	5	männlich	25	Rechtswissenschaften	deutsch	4	0	4	8	6	6	6	4	4	5	4	5	3	5	3	3	5	2	6	2	2	2
13	EL-16	zu warm/stickig im Raum	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	10	5	5	6	6	männlich	23	bwl	Deutsch	1	1	0	7	6	4	8	4	5	5	4	6	5	6	5	1	4	5	5	4	6	3
14	EL-20	da ich blau war ziemlich ungerecht 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	8	9	8	8	3	weiblich	22	Ethnologie	deutsch	0	0	0	9	9	8	8	7	6	2	6	7	3	2	6	5	6	6	4	6	6	1
15	EL-21	Der Chat war eine unterhaltsame Funktion, war unfair, dass man als blau deutlich schlechter Gewinnchancen hatte. Fand es blöd, dass blau nicht öfter für c gestimmt hat, sondern zu häufig weiss nachgegeben hat.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	1	1	3	3	weiblich	29	Erziehungswissenschaft	deutsch	1	0	1	8	3	5	8	7	4	5	5	2	5	6	3	4	4	5	7	5	5	2
16	EL-22	es ist zu warm im Raum, ansonsten ein interessantes Experiment bei dem man sich aber auch sehr ärgern kann	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	10	7	5	2	7	3	weiblich	26	WiWi	deutsch	0	0	0	8	7	4	10	5	7	2	5	7	4	5	5	6	5	5	2	6	7	4
17	EL-23	gut aber etwas zu lang mit den 20 runden. 10 oder 12 runden wären ausreichend gewesen	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	6	5	3	8	1	5	weiblich	20	BWL	deutsch	1	1	0	7	7	5	7	2	6	1	7	7	5	2	6	6	4	5	6	7	7	4
18	EL-24	An sich gut, allerdings etwas langwierig und außerdem unfair den Blauen gegenüber	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	6	8	8	7	9	5	weiblich	27	Chemie	deutsch	2	2	0	7	6	3	10	7	4	2	4	7	7	4	3	3	4	7	7	7	7	5
19	EL-25	das lustigste und interessanteste Experiment bisher in Ihrem Labo	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	6	5	5	6	6	8	weiblich	25	Erziehungswissenschaft	Russisch	0	0	0	0	8	4	7	5	6	6	5	3	5	5	5	4	6	5	2	5	6	5
20	EL-26	Nett	ja, ich kannte die Chatfunktion schon vorher	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	5	5	5	4	männlich	32	Sozialökonomie	deutsch	1	0	1	6	5	2	3	4	6	7	6	7	3	4	3	3	5	4	5	3	7	4
21	EL-27	Ganz nett aber es wäre fairer gewesen, wenn Weiß und Blau unterm Strich mit gleicher Wahrscheinlichkeit den gleichen Betrag hätten gewinnen können, so war das etwas unfair. Auch kam man sich bei den Wahrscheinlichkeiten manchmal ausgetrickst vor. Und der Raum war viel zu heiß.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	9	6	4	4	4	weiblich	24	Pyhsik	Deutsch	4	0	4	4	4	5	7	4	1	3	3	6	6	5	2	3	5	4	7	7	3	4
22	EL-28	Ich finde das Experiment insgesamt sehr interessant und spannend, aber finde auch unfair für die blauen Spieler.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	5	4	1	3	1	männlich	21	Politikwissenschaft	Georgisch	2	2	0	10	10	3	1	7	7	3	4	7	7	1	7	4	6	7	2	7	5	3
23	EL-29	Sehr lange, eher langweilig und durch die Temperatur im Raum wirklich anstrengend! Um eine Entscheidung zu fällen braucht man trotz Absprache nicht länge als 30 Sekunden, maximal 60 Sekunden. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	3	3	1	6	weiblich	25	Humanmedizin	deutsch	0	0	0	5	8	2	6	6	6	2	5	5	5	2	6	5	5	6	4	6	6	4
24	EL-30	lahm.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	1	6	4	6	4	männlich	29	geo	deutsch	3	3	0	0	7	7	7	2	2	5	2	2	2	2	2	2	2	2	2	2	2	2
