Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	--	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	4	3	4	6	männlich	33	Rechtswissenschaft	deutsch	1	0	1	6	5	4	8	4	5	4	5	6	3	4	4	4	5	4	5	5	3	3
12	EL-15	Aufschlussreich und gut	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	6	8	6	9	5	weiblich	22	BWL	Deutsch	2	0	2	6	4	6	9	6	5	2	5	7	4	3	4	4	5	5	4	7	5	4
13	EL-16	nein	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	1	10	10	1	4	männlich	23	Mathematik	deutsch	2	2	0	0	8	2	7	6	5	7	6	3	3	4	5	2	1	6	3	3	6	7
14	EL-20	Naja eine sehr miese Situation in die man da gesteckt wird, vor allem den blauen gegenüber (und ich war weiß). Glücklicherweise waren viele Teilnehmer recht lieb und menschlich, wodurch das Experiment nicht zu einem hasserfüllten Debakel für die Teilnehmer wurde. Dennoch wäre es schöner, wenn die Experimente hier etwas fairer und ausgeglichener wären wenns um die Bezahlung geht. 	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	10	10	2	1	8	3	männlich	33	Politikwissenschaft	Deutsch	1	0	1	2	3	7	10	6	7	3	7	2	7	3	6	7	3	5	2	7	7	6
15	EL-21	Die 120 Sekunden sind manchmal zu kurz, weil manche Teilnehmer dann die Argumentationsketten der anderen Teilnehmer noch nicht nachvollziehen können und dann kommt es zu unlogischen Wahlen. Ansonsten hat es Spaß gemacht.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	10	8	9	6	7	5	weiblich	21	Sozialökonomie	deutsch	1	0	1	8	5	4	9	7	7	6	6	7	5	2	6	7	7	7	2	5	6	2
16	EL-22	sehr spannend, hat spaß gemacht..vllt wäre besser zum beispiel drei runden in gleichen gruppen zu bleiben	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	9	8	7	9	männlich	24	IT	tschechisch	1	0	1	2	10	4	9	6	5	6	3	5	5	7	5	3	3	7	3	4	2	5
17	EL-23	interessantes experiment	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	5	8	8	3	männlich	20	vwl	deutsch	2	2	0	1	8	2	10	7	2	5	3	7	2	3	2	1	3	6	2	7	7	5
18	EL-24	Gut strukturiert, bin durchweg zufrieden, mit wenigen Ausnahmen sehr nette Teilnehmer	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	2	8	5	4	3	männlich	20	Sportmanagement	Deutsch	0			8	7	3	10	5	7	5	6	4	5	3	6	3	2	6	3	6	6	4
19	EL-25	ok	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	5	5	5	5	5	5	männlich	25	bwl	ger	3	2	1	4	3	3	8	4	6	5	6	5	2	3	7	5	4	4	2	6	5	3
20	EL-26	Es war schön, mit anderen zu kommunizieren. Vereinzelt waren Leute aber offen egoistisch. 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	1	1	6	5	weiblich	99	gender studies	Venus	13	14	15	0	5	9	10	6	6	3	7	6	7	1	7	7	4	5	3	5	7	3
21	EL-27	zu lange wartezeiten	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	10	10	4	5	4	3	weiblich	21	Sozialökonomie	deutsch	0	0	0	2	8	5	9	5	6	2	4	2	6	4	6	2	1	7	2	7	2	4
22	EL-28	War okay. Etwas langatmig.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	8	5	6	7	4	weiblich	27	Soziologie	deutsch	1	0	1	7	9	8	9	5	5	5	4	5	6	6	7	6	4	5	5	5	5	5
23	EL-29	Super interessant! Besonders wenn die weißen Mitglieder verschiedene Info bekommen haben.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	4	7	8	4	7	weiblich	29	BWL	ukrainisch	1	1	0	2	8	3	5	6	2	4	2	6	2	1	2	6	2	6	2	4	2	4
24	EL-30	Hat Spaß gemacht!!	ja, ich kannte die Chatfunktion schon vorher	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	5	10	1	1	6	männlich	26	Sozialökonomie	deutsch	3	3	0	0	10	5	7	7	7	4	4	4	7	1	7	2	1	7	6	7	2	7
