Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	Ich bin jetzt nach dem Experiment irgendwie deprimiert. Vor Allem von dem Verhalten der Anderen Teilnehmer....	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	10	10	6	5	6	3	weiblich	22	Soziologie	Deutsch	2	0	2	10	7	4	7	4	3	7	3	4	2	2	6	4	3	6	2	3	4	5
12	EL-15	gut !	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	8	5	1	7	3	männlich	24	Sozialökonomie	Deutsch	1	1	0	0	3	5	7	6	7	5	6	3	5	5	7	5	3	6	1	7	7	6
13	EL-16	Gruppe weiß ist relativ schnell zu einem Ergebnis gekommen, daher waren die Runden irgendwann sehr langwierig und eintönig. Die komplette Chat-Zeit wurde gar nicht benötigt. Ich denke wirklich spannend wäre die Entscheidung von Gruppe blau zu beobachten	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	3	3	3	5	weiblich	26	BWL: Marketing und Unternehmensführung	Deutsch	0	0	0	8	9	3	8	4	7	1	7	5	6	1	7	5	3	5	3	7	7	3
14	EL-20	gut nur die zwei Minuten waren zu lang. 	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	5	1	6	4	männlich	30	Wirtschaftswissenschaften	Deutsch	1	1	0	2	8	2	10	6	4	4	5	5	7	6	6	7	7	5	4	7	7	3
15	EL-21	Interessant wegen der gruppendynamischen Prozesse, ansonsten wenig komplex	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	6	1	1	1	4	männlich	26	Rechtswissenschaften	Deutsch	0	0	0	8	7	5	10	5	6	3	4	3	7	6	7	2	2	5	4	7	5	7
16	EL-22	chat etwas zu lang	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	5	8	2	7	2	männlich	28	VFG Archäologie	deutsch	1	0	1	6	8	5	10	6	5	3	2	2	4	6	5	4	5	3	4	6	5	2
17	EL-23	Ich fand die Wartezeit ein bisschen nervig ansonsten war es gut gebaut.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	4	3	6	5	weiblich	19	BWL	Deutsche	0	0	0	8	9	2	5	7	6	4	6	6	4	1	6	1	2	6	4	4	1	2
18	EL-24	Interessant durch Kommunikationsaspekt. Chatzeit könnte verkürzt werden.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	1	7	4	6	männlich	26	Stadtplanung (Master)	Deutsch	2	2	0	6	6	5	8	6	5	4	5	5	3	5	6	6	2	6	5	6	6	6
19	EL-25	Das hat Spass gemacht! \r\n	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	6	5	6	6	6	6	männlich	36	Sinologie	Österreich	2	1	1	7	7	7	6	6	5	3	5	5	5	4	4	6	5	7	4	5	6	4
20	EL-26	Ein wenig zu lang bzw. für die Länge zu langweilig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	6	4	3	2	3	weiblich	22	Ethnologie	deutsch/niederländisch	1	0	1	7	7	8	9	5	6	2	5	3	7	6	7	3	3	5	2	6	7	5
21	EL-27	lustig	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	2	2	3	2	3	3	weiblich	21	Zahnmedizin	Deutsch	0	0	0	9	3	3	9	5	5	5	5	7	4	6	3	7	6	4	4	6	6	1
22	EL-28	Lustig, wie schnell (10 Runden bei mir) Weiß und Blau anfingen gegeneinander zu spielen!  :)  Es war sehr frustrierend Blau zu sein (keine Infos, keine Rederecht) und man fühlte sich deswegen nahezu berechtigt immer C zu wählen um den Weißen eins auszuwischen mit der Begründung, dass mans fürs Geld tut.  :D  Nicely done.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	7	8	6	6	4	weiblich	24	Japanologie	DE	2	1	1	6	8	4	8	5	7	5	6	3	2	4	6	6	2	7	2	6	7	6
23	EL-29	Es war durch die Chatfunktion relativ unterhaltsam :)	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	2	3	1	3	männlich	27	Wirtschaftsingenieurwesen	Deutsch	1	1	0	6	7	3	8	5	5	4	5	3	4	4	5	5	3	5	4	6	4	3
24	EL-30	relativ langweilig. Viele Teilnehmer haben nicht verstanden, dass die Gruppen in jeder Runde wechseln und wollten auf die Zuverlässigkeit der blauen Gruppe spekulieren bzw. Absprachen für weitere Runden treffen. Das hat echt genervt! In fast jeder Runde musste man die Regeln nochmal erklären!	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	10	2	7	3	weiblich	24	Lehramt Deutsch/Geschichte	deutsch	2	1	1	7	9	8	10	5	6	3	5	7	7	4	6	6	2	6	1	7	5	3
