Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	Gier vs Solidarität	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	1	9	8	4	5	männlich	27	Wirtschaftsingenieurwesen	bosnisch	2	1	1	3	8	7	9	4	4	5	6	3	6	5	6	7	5	6	7	6	5	4
12	EL-15	gut, sehr viele trade off situationen	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	10	10	1	6	männlich	24	BWL Master	deutsch/afghanisch	3	2	1	3	8	3	8	7	5	6	6	7	2	6	5	1	4	6	6	5	7	2
13	EL-16	Die Aufteilung der Auszahlungen war gut, allerdings fand ich weiß zu sehr begünstigt. Es gab für diese wenig Anreiz, wahrheitsgemäße Angaben zu machen, da blau als Maßnahme zur Disziplinierung höchstens Stimmgleichheit erwirken konnte.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	6	4	3	4	männlich	22	Physik	deutsch	2	0	2	8	8	8	10	6	3	4	6	5	6	4	4	3	5	6	7	6	6	4
14	EL-20	Chat-Zeit deutlich zu lange, 60 sec reichen locker aus. sehr langwierig	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	6	7	6	4	3	weiblich	26	BWL Master	deutsch	2	1	1	7	9	8	10	4	6	5	3	7	6	6	6	3	5	5	2	5	5	3
15	EL-21	"Ich war ein blaues Mitglied. Daher war es nicht mächtig spannend für mich, aber total in Ordnung. ;)"	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	8	8	7	6	weiblich	33	Internationale Kriminologie	deutsch	1	1	0	2	8	7	8	6	5	4	5	5	6	2	4	5	5	6	4	6	5	5
16	EL-22	cool	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	5	4	6	5	weiblich	25	VWL	D	1	1	0	6	7	8	7	5	6	5	6	6	3	2	3	3	4	3	3	5	5	4
17	EL-23	Vielleicht sollten die Wartezeiten ab der 5. Runde verkürzt werden.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	5	5	4	5	1	weiblich	25	Ernährungs- und Lebensmittelwissenschaften	deutsch	1	1	0	5	8	3	8	6	6	4	5	2	2	6	6	4	4	4	1	6	5	4
18	EL-24	"\""inhaltlich sehr interessant, aber Gütung für das Experimante selbbst ist wenig... für zwei Stunden 16 euro. \""\r\nwas noch Interessant ist, die Leute fangen wortlich anzugreifen als ich ein Scherz geschrieben hatte. "	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	2	2	9	3	10	3	weiblich	42	Wirtschaftsinformatik	Japan	3	3	0	3	10	7	10	7	5	5	7	3	4	5	5	1	5	6	7	7	2	3
19	EL-25	Sehr eingeschränkte Spielmöglichkeiten (-)	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	8	8	2	5	männlich	22	Wirtschaftsingenieurwesen	deutsch	1	0	1	3	7	4	6	6	2	5	6	6	6	7	2	2	2	6	7	5	6	5
20	EL-26	Interessanteste Experiment bisher (nehme schon seit 5 Jahren teil), chatfunktion abwechslungsreich. Wenn 3 gegen 3 stimmen standen fiel es meist auf Alternative C statt auf A oder B, nur ein mal ist es auf eines der letzteren gefallen. Ich halte es für unwahrscheinlich, dass die Angabe von 50/50 zutreffend ist. Falsche Angaben merken sich die teilnehmer für die nächsten Experimente und das Vertrauen in die Angaben sinkt. Das kann nicht im Interesse des Experimentators sein. Die Annahme, dass es dabei nicht mit 50/50 zuging ist natürlich subjektiv aber macht sie nicht weniger real. 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	7	2	3	5	4	männlich	25	Betriebswirtschaftslehre	Deutsch	1		1	5	7	5	6	4	4	4	4	5	5	5	5	4	4	5	5	5	5	5
21	EL-27	nichts  mitzuteilen	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	5	1	1	10	2	männlich	30	Rechtswissenschaften	leider  BRD	0	0	0	6	4	2	6	1	6	6	6	7	7	7	7	5	7	3	1	4	7	2
22	EL-28	War ok.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	7	6	6	6	weiblich	31	Sozialökonomie	Ukraine	1	1	0	2	8	3	5	5	4	5	3	6	3	4	6	3	6	4	3	4	2	2
23	EL-29	witzig, wie sich das experiment entwickelt hat und man selbst andere zu seinen vorteil beeinflussen kann. wenn es eine gerechte alternative mit wenig punkten gäbe wäre die am häufigsten genommen worden. also eine gerechte alternative in beiden situationen.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	8	7	5	7	1	männlich	24	Meteorologie B.Sc	Deutsch	6	6	0	8	5	3	8	4	6	5	5	5	7	4	6	6	6	3	3	4	6	2
24	EL-30	langwierig. frustrierend. Weiße konnten beeinflussen, wie viel sie erhielten, Blaue nur, ob sie überhaupt etwas erhalten. Außerdem war es frustierend, die Konversationen zu lesen, da unverhohlen unehrliche Äußerungen zur Situation gemacht wurden und über den eigenen Erfolg geprahlt wurde.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	8	1	6	5	weiblich	25	Japanologie	Deutsch	1	0	1	6	7	4	7	7	7	2	7	7	7	1	4	7	7	7	4	7	7	3
