Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
13	EL-16	2 Minuten sind m.M. nach zu lang	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	5	5	8	8	3	7	männlich	25	vwl	deutsch	1	0	0	4	8	6	10	6	4	5	6	5	3	3	3	2	3	6	5	5	4	5
14	EL-20	Ich finde diese Auslosungen am Ende des Experiments, in denen entschieden wird welche Runden ausgezahlt werden immer etwas unglücklich. Warum errechnet sich der Betrag nicht aus allen Runden?	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	1	1	1	1	1	1	männlich	23	Systematische Musikwissenschaft	deutsch	0	0	0	5	8	7	10	7	6	5	4	5	4	3	6	6	6	3	2	6	5	4
15	EL-21	sehr langwierig	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	5	1	4	8	5	weiblich	25	Bildung und Erziehung	deutsch	2	0	2	10	8	8	8	5	4	2	5	5	6	3	4	2	4	4	5	5	4	4
16	EL-23	Nein	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	3	4	1	1	4	3	männlich	27	Sozialökonomie	deutsch	1	1	0	2	5	5	5	5	3	4	5	5	4	7	3	7	4	5	5	5	4	4
17	EL-24	ich habe den Teil mit dem Notiz-Fenster nicht verstanden, bzw. den Sinn nicht nachvollziehen können.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	6	6	8	1	weiblich	28	Soziologie	deutsch	3	2	1	7	7	7	8	7	6	1	6	7	7	2	5	1	5	4	4	7	4	7
18	EL-25	die 120 sek zeit für die notizen sind definitiv zu lang. es müsste einen button geben, der dies verkürzt.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	8	10	5	7	männlich	28	Chemie	deutsch-polnisch	1	0	1	7	7	5	8	7	6	6	4	3	6	6	5	2	4	6	3	6	3	5
19	EL-26	Es war ein interessantes Experiment.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	5	7	3	5	weiblich	24	z.Zt keines	Deutsch	1	1	0	7	8	6	8	5	4	3	4	6	5	4	3	5	5	5	5	5	5	3
20	EL-27	Das Experiment heute war gut. Trotzdem fand ich, dass die Wartezeit zum Überlegen zu lange war. 1 Minute hätte wahrscheinlich gereicht.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	10	5	5	1	6	5	weiblich	18	BWL	deutsch	2	1	1	9	8	6	10	7	5	3	4	5	5	1	5	6	4	5	4	6	2	3
21	EL-28	Gut und verständlich erklärt	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	7	1	6	3	weiblich	21	Volkswirtschaftslehre	Deutsch	1	0	1	8	8	3	7	7	5	2	4	6	4	5	5	3	6	7	4	6	3	2
22	EL-29	Einfach und interessant, aber auf die Dauer etwas langweilig, da es immer die gleiche Punkteverteilung war. Ich hatte das Gefühl, dass Situation X unverhältnismäßig oft vorkam.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	1	1	2	1	8	3	weiblich	22	Soziologie	Deutsch	1	1	0	7	4	7	9	4	3	2	4	6	7	5	3	6	6	5	7	7	6	3
23	EL-30	"\""ok\"", da ich 2min für Stichpunkte machen, die man sich doch sowieso nicht immer wieder aufs Neue macht (auch weil es reines \""Überlegen\"" ist, das nicht unbedingt afugeschrieben werden muss) viel zu viel Zeit finde.  So ist es - besonders für blaue player - super langweilig derweil"	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	2	5	9	5	weiblich	26	LaSt	deutsch	1	1		5	8	7	9	6	6	3	4	4	3	2	6	6	5	6	3	6	4	4
24	EL-22	Etwas langatmig durch die 2-Minütige Zwangspause. Am Anfang musste man noch überlegen, aber irgendwann hab ich mir ne Strategie überlegt und hatte dann jeweils 2 Minuten nix zu tun. *gähn*	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	7	7	2	3	männlich	27	Psychologie	Deutsch	2	1	1	8	8	4	9	2	4	3	6	6	4	6	5	6	6	2	4	6	6	2
