Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	Es war ok.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	5	4	5	5	weiblich	28	Handelslehramt	deutsch	2	2	0	9	8	7	8	6	6	3	3	6	5	4	6	6	3	6	3	6	4	4
12	EL-15	Für die lange Zeit was das experiment etwas zu eintönig.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	1	1	10	10	3	5	männlich	20	Mathematik	deutsch	1	1	0	2	8	5	8	3	5	6	6	3	6	7	4	4	2	7	4	2	4	6
13	EL-16	ab der Hälfte ein bischen anstrengend, weil eher auf psychologischer Ebene gespielt wurde.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	10	5	6	3	5	weiblich	27	Erziehungs- und BIldungswissenschaft	deutsch	3	2	1	6	9	7	8	5	5	4	5	3	7	5	5	6	2	5	2	6	7	4
14	EL-20	ein sehr unterhaltsames Experiment. Obwohl ich manchmal das Gefühl hatte das es nicht mit rechten Dingen zugeht, da so oft y kam obwohl alle drei weißen x gesagt haben - vorausgesetzt sie waren ehrlich. Trotzdem ein nettes Experiment. Danke	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	8	9	7	5	6	männlich	23	Lebensmittelchemie	deutsch	1	0	1	8	9	7	10	7	4	1	6	4	5	3	2	2	1	6	6	7	6	5
15	EL-21	war gut. spannend wie sich die mitspieler im laufe des experiments verhalten haben und sich verhaltensweisen verändert haben.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	7	6	4	7	weiblich	26	BWL	Deutsch	2	0	2	8	8	7	8	6	7	2	5	6	5	3	6	5	2	6	2	6	7	4
16	EL-22	"\""Zufällig\"" haben die blauen 6 von 8 malen ca ihre Alternative bekommen. ziemlich unfair."	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	5	7	2	8	weiblich	30	bwl	d	2	0	2	5	7	3	8	6	6	5	6	6	6	6	6	3	5	6	2	4	4	2
17	EL-23	"das mit dem gruppenchat fand ich super. Nur: die prognosen waren ja wohl total unbrauchbar. die chance dass da das richtige szenario angezeigt war lag ja wohl eher bei 10 zu 90. außerdem bin ich verärgert dass da schon wieder so sau schlechte runden bei mir \""ausgelost\"" wurden. so macht es keinen spaß sich für 3 stunden projekte anzumelden."	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	2	7	9	9	5	3	weiblich	30	Geographie	deutsch	1	1	0	8	9	2	10	6	6	4	5	7	3	6	5	4	7	5	5	6	7	1
18	EL-24	nein	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	2	2	9	2	männlich	22	bwl	deutsch	2	2	0	8	8	8	10	4	7	4	6	3	6	5	7	6	2	5	1	5	6	6
19	EL-25	Ich fand das Experiment gut. Es hat mir viel Spaß gemacht.	ja, ich kannte die Chatfunktion schon vorher	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	10	10	4	10	6	weiblich	24	Gesundheitswissenschaften	Deutsch	1	1	0	7	8	5	8	7	7	3	1	7	7	2	7	6	4	7	3	7	2	3
20	EL-26	Das Experiment hat mir sehr gut gefallen und die Chat-Funktion war in der Tat sehr unterhaltsam. Hätte nicht gedacht, dass es bei diesem Spiel Misstrauen seitens Blau geben könnte. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	5	2	9	8	weiblich	28	VWL	Deutsch	2	2	0	9	5	7	7	7	6	5	3	6	6	3	5	4	7	7	3	6	7	2
21	EL-27	Emotional erschöpfender als alle, an denen ich bisher teilnahm.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	3	6	4	7	2	weiblich	22	Gebärdensprachen	deutsch	2	2	0	8	8	6	9	4	6	2	5	5	6	6	6	7	5	5	3	6	6	4
22	EL-28	durch oft falsch gegebenen Informationen seitens der weißen Gruppe, war es schwer faire Entscheidungen zu treffen, es hat dazu beigetragen egoistitsiche Entscheidungen zu treffen. Daher nicht so gut. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	10	5	6	4	6	weiblich	22	bwl	D	1	0	1	7	7	6	8	5	6	6	5	6	6	5	6	5	5	6	5	5	6	3
23	EL-29	 	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	1	1	10	10	10	1	weiblich	26	Chemie	Pakistan	15	6	9	0	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1
24	EL-30	kurzweilig	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	1	1	1	2	2	männlich	35	-	Deutschland	2	0	2	9	9	8	10	4	6	7	7	7	6	6	6	6	7	6	3	6	6	2
