Period	chat	PlayerName	GroupPlay	TimeInfoPayoffStructureChatMessage	Dimension1_C	Dimension2_C	Dimension3_C	Dimension4_C	Dimension5_C	Dimension6_C	Dimension7_C	Dimension8_C	Dimension1_H	Dimension2_H	Dimension3_H	Dimension4_H	Dimension5_H	Dimension6_H	Dimension7_H	Dimension8_H	lie_c	lie_h	lie
1	situation x	Weiﬂ  1	4	103	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	info = situation y	Weiﬂ  3	4	103	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
1	weiﬂ 2?	Blau  1	4	94	10	4	1	3	9	4	3		10	4	5	3	9	4	3		0	0	0
1	okay dann sehr wahrsch x	Weiﬂ  1	4	92	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
1	nehmen alle a?	Weiﬂ  1	4	88	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
1	gehen wir auf x	Blau  3	4	87	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	blau?	Blau  2	4	87	10	4	2	3	9	4	3		10	4	2	3	9	4	3		0	0	0
1	ja wahrscheunlich	Weiﬂ  3	4	85	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	also option a bei x?	Weiﬂ  3	4	73	10	1	1	3	3	1	3		10	1	1	3	8	1	3		0	0	0
1	ja	Blau  1	4	69	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	ja	Blau  3	4	69	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
1	ja zwei haben info x und a ist f¸r alle gut	Weiﬂ  1	4	57	3	1	1	3	3	1	1		3	1	1	3	8	1	2		0	0	0
1	okay	Weiﬂ  2	4	50	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ist der Tip X oder Y ?	Blau  1	1	110	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
2	hier y	Weiﬂ  1	1	110	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	y	Weiﬂ  3	1	104	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	y	Weiﬂ  2	1	102	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	also B ?	Blau  1	1	98	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	joo	Weiﬂ  1	1	83	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	b	Weiﬂ  3	1	47	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	damit weiﬂ wieder 20 bekommt?	Blau  2	1	43	10	4	1	3	9	4	1		7	4	1	2	9	4	1		0	0	0
2	C !!	Blau  2	1	31	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
2	ja	Weiﬂ  1	1	29	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ne	Weiﬂ  1	1	26	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Y	Weiﬂ  3	2	120	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	y	Weiﬂ  1	2	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	70% Y	Weiﬂ  2	2	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	also y am besten	Blau  3	2	106	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	okay	Weiﬂ  1	2	102	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	B dann	Weiﬂ  2	2	96	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	alternative B, da wir alle etwas bekommen? 	Weiﬂ  3	2	93	3	2	1	3	4	1	3		3	2	1	3	4	1	2		0	0	0
2	alle blauen c nehmen 	Blau  1	2	93	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
2	alle weiﬂen dann b?	Weiﬂ  1	2	78	10	2	2	3	9	4	3		10	2	2	3	4	4	3		0	0	0
2	B	Weiﬂ  2	2	75	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	ok, b	Weiﬂ  3	2	64	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	C	Blau  1	2	64	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
2	3:3 dann?	Weiﬂ  2	2	35	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	noch hat sich keiner von den anderen blauen gemeldet	Blau  1	2	18	10	4	2	3	9	4	3		10	4	2	3	9	4	3		0	0	0
2	5 Sec.	Weiﬂ  3	2	4	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	y liegt vor	Weiﬂ  2	3	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	computer sagt X	Weiﬂ  3	3	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	computer sagtx	Weiﬂ  1	3	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Dann A w‰hlen!	Blau  1	3	104	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	ja	Weiﬂ  1	3	99	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2		Blau  2	3	98	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ok also bei x nehmen wir a	Blau  3	3	97	10	1	1	3	3	1	3		10	1	1	3	8	1	3		0	0	0
2	?	Blau  3	3	93	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	"ja;-)"	Blau  2	3	92	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ok	Blau  3	3	88	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	ok	Weiﬂ  2	3	74	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	info = y	Weiﬂ  3	4	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	Habe die Info, dass Y vorliegt	Weiﬂ  1	4	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	info = x	Weiﬂ  2	4	111	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
2	dann wahrsch y	Weiﬂ  3	4	103	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	dann gehen wir auf y	Blau  1	4	102	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Moin! Hatten wir gerade auch - stimmte aber nicht	Blau  3	4	100	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	Das hatte ich eben auch und dann war es doch x :D	Weiﬂ  1	4	96	8	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	Aber w¸rde jetzt trotzdem B nehmen	Weiﬂ  1	4	78	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	wir hatten es eben auch und dann stimmt es (also die mehrheit)	Weiﬂ  3	4	76	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
2	es ist aber wahrscheinlicher dass y gezogen wird	Blau  1	4	69	7	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	moin	Blau  2	4	68	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	b	Blau  2	4	67	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	trotzdem ist b dann das beste mit grˆﬂter wahrscheinlichkeit	Weiﬂ  2	4	50	10	2	1	3	4	1	3		7	2	1	3	4	1	3		0	0	0
2	also y und b. alle einverstanden?	Weiﬂ  3	4	50	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
2	Ich w¸rde vorschlagen immer x zu w‰hlen: In der H‰lfte der F‰lle gebt blau dann zwar leer aus, in den anderen 50 % kriegt aber jeder 6 euro (sofern die Runde gezogen wird)	Blau  3	4	48	7	1	1	3	3	4	3		10	4	1	3	9	4	2		0	0	0
2	x mit welcher option?	Weiﬂ  3	4	28	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	Also \qA\q meinte ich	Blau  3	4	23	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	also nun a oder b? noch 10 se3k	Weiﬂ  3	4	8	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
2	a	Weiﬂ  1	4	4	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
2	A!	Blau  3	4	3	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	Y	Weiﬂ  1	1	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  3	1	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	ypsilon	Weiﬂ  2	1	112	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	dann B? 	Blau  1	1	108	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3		Blau  1	1	108	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	dann y alternative b?	Blau  3	1	103	10	2	1	3	4	2	3		10	2	1	3	4	2	3		0	0	0
3	B	Weiﬂ  3	1	103	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	jo	Blau  3	1	96	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	oder C?	Blau  2	1	75	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	"das darf jeder nach seinem gewissen entscheiden ;)"	Weiﬂ  1	1	62	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	w‰re gut f¸r blau aber doof f¸r weiﬂ	Blau  1	1	59	10		1	3	9	4	3		4	4	1	3	9	4	1		0	0	0
3	ah ja, stimmt	Blau  2	1	35	10	4	1	3	9	4	3		10	4	1	1	9	4	3		0	0	0
3	b ust nur mies wenn es dann doch x ist aber hier haben alle weiﬂen die info y also y b ist wohl das sicherste dass neimand leer ausgeht	Blau  3	1	21	3	2	1	3	4	2	1		3	4	1	3	8	2	3		0	0	0
3	"dann B ;-)"	Blau  2	1	15	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	:)	Weiﬂ  1	1	4	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	hi	Blau  2	2	117	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	Habe die Info, dass Y vorliegt	Weiﬂ  1	2	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	ok	Blau  2	2	111	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	was habt ihr sonst?	Blau  2	2	95	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	ich nicht	Weiﬂ  2	2	91	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	weiﬂ 2 und wei3 habt ihr infos?	Blau  3	2	72	10	4	3	3	9	4	3		10	4	5	3	9	4	3		0	0	0
3	ah ok	Blau  3	2	55	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	also wir haben schon x und y als option	Blau  3	2	47	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	y	Weiﬂ  3	2	42	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	dann nehmen alle blauen c!	Blau  2	2	32	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
3	dann bekommt wieder keiner geld weil 3:3	Weiﬂ  2	2	20	10	4	1	3	9	4	3		3	4	1	3	9	4	2		0	0	0
3	:(	Weiﬂ  2	2	15	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	find ich auch bescheuert	Weiﬂ  3	2	8	10	4	1	3	9	4	3		10	4	1	2	9	4	3		0	0	0
3	x	Weiﬂ  1	3	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	x	Weiﬂ  3	3	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	info = y	Weiﬂ  2	3	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	x oder y ??	Blau  2	3	117	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
3	ok	Blau  2	3	111	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	also x wahrsch	Weiﬂ  2	3	109	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	jupp	Weiﬂ  3	3	105	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	2 x X und 1 x Y, also A	Weiﬂ  1	3	104	10	1	1	3	3	2	3		7	1	1	3	8	2	3		0	0	0
3	x, a ?	Weiﬂ  2	3	104	10	1	1	3	3	2	3		10	1	1	3	8	2	3		0	0	0
3	a?	Weiﬂ  3	3	102	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	dann a	Blau  1	3	97	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
3	okidoki	Weiﬂ  2	3	93	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	si	Blau  2	3	93	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	x oder y ???	Blau  3	3	86	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	x	Weiﬂ  2	3	82	2	4	1	3	9	4	3		10	4	1	3	9	4	3		1	0	0
3	x	Weiﬂ  1	3	79	1	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	zwei mal 1, ein mal y	Blau  2	3	72	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	also vermutlich x	Blau  2	3	62	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	1 = x	Blau  2	3	59	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	sorry	Blau  2	3	58	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	ok dann alt. C	Blau  3	3	56	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	das macht keinen sinn	Blau  2	3	43	10	4	1	3	9	4	3		10	4	1	2	9	4	3		0	0	0
3	nein, 2 mal X und 1 mal Y, also A	Weiﬂ  1	3	39	10	4	1	3	3	2	3		7	1	1	3	8	2	3		0	0	0
3	ok C	Blau  3	3	23	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	wenn sich die mehrheit einig ist, reicht das	Weiﬂ  2	3	16	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	Y	Weiﬂ  1	4	118	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	info = x	Weiﬂ  2	4	117	2	4	1	3	9	4	3		1	4	1	3	9	4	3		1	0	0
3	y	Weiﬂ  3	4	114	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
3	also B	Weiﬂ  1	4	107	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	A oder B?	Blau  3	4	105	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	also alternative B	Weiﬂ  2	4	105	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	naja bei 2x y und 1x x wohl eher y, oder? 	Blau  1	4	46	10	4	1	3	9	4	3		7	4	1	3	9	4	3		0	0	0
3	"Bislang waren die ersten beiden Durchg‰nge 0; egal wie wir uns entschieden hatten"	Blau  3	4	45	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	bei mir nicht	Weiﬂ  1	4	32	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
3	bei b haben wir ne hˆhere wahrscheinlichkeit was zu gewinnen	Weiﬂ  2	4	26	4	2	1	3	4	1	3		8	2	1	3	4	1	3		0	0	0
3	beim 1. Mal war die Info falsch	Blau  3	4	23	10	4	1	3	9	4	3		8	4	1	3	9	4	3		0	0	0
3	ok also w‰hlt B	Weiﬂ  1	4	6	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	bin f¸r b	Weiﬂ  2	4	4	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
3	C!!!	Blau  2	4	4	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
3	B for president	Weiﬂ  1	4	3	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	y	Weiﬂ  1	1	117	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  2	1	116	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	weiﬂ 3 ?	Blau  2	1	106	10	4	5	3	9	4	3		10	4	5	3	9	4	3		0	0	0
4	und weiﬂ 3 ?	Weiﬂ  1	1	101	10	4	4	3	9	4	3		10	4	4	3	9	4	3		0	0	0
4	y	Weiﬂ  3	1	67	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	dann B	Weiﬂ  1	1	56	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	dann geht nicht mal blau leer aus	Weiﬂ  2	1	38	10	4	1	3	9	4	3		10	4	1	3	9	4	1		0	0	0
4	groﬂz¸gig, danke.	Blau  2	1	23	10	4	6	3	9	4	3		10	4	5	1	9	4	3		0	0	0
4	oder weiss nimmt a, dann bekommt weiss punkte egal welche situation es ist	Weiﬂ  2	1	10	4	4	2	3	3	1	3		3	1	2	3	3	4	3		0	0	0
4	Blaue C w‰hlen !!!	Blau  1	1	5	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
4	y	Weiﬂ  2	2	120	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	Y	Weiﬂ  1	2	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	y	Weiﬂ  3	2	115	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	ok	Blau  1	2	110	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	B	Blau  3	2	109	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	nein	Blau  1	2	106	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	dann y und alternative b	Blau  2	2	105	10	2	1	3	4	1	3		10	2	1	3	8	2	3		0	0	0
4	C	Blau  1	2	103	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
4	B	Weiﬂ  3	2	101	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	w‰hlt B	Weiﬂ  1	2	101	10	2	1	3	4	1	3		10	2	1	3	4	1	3		0	0	0
4	f¸r blau ist C besser	Blau  1	2	91	10	3	2	3	9	4	3		4	3	2	3	4	4	3		0	0	0
4	was f¸r c?	Weiﬂ  2	2	90	10	3	1	3	9	1	3		10	3	1	3	5	1	3		0	0	0
4	dann kriegen die weiﬂen nichts	Blau  3	2	89	10	4	6	2	9	4	3		10	4	1	3	9	4	1		0	0	0
4	"bei B krigen beide was ;)"	Weiﬂ  3	2	86	3	2	1	3	4	1	3		3	2	1	3	4	1	2		0	0	0
4	neig mal	Blau  1	2	81	10	4	1	3	9	4	3		10	4	1	2	9	4	3		0	0	0
4	hahahhahaha	Weiﬂ  2	2	75	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	zusammen reicher ist doch besser als wenn nur die blauen reich werden	Weiﬂ  3	2	68	3	4	1	3	9	4	1		3	4	1	3	9	4	2		0	0	0
4	nacken	Weiﬂ  2	2	67	10	4	1	2	9	4	3		10	4	1	2	9	4	3		0	0	0
4	"seid keine kapitalisten ;)"	Weiﬂ  3	2	60	10	4	1	2	9	4	3		10	4	1	2	9	4	3		0	0	0
4	sonst bekommt weiﬂ mehr	Blau  1	2	56	10	4	1	3	9	4	3		10	4	1	3	9	4	1		0	0	0
4	oooh sozialkritik	Weiﬂ  1	2	54	10	4	1	2	9	4	3		10	4	1	3	9	4	3		0	0	0
4	sind hier nicht beim wohlfahrtsamt	Blau  1	2	49	10	4	1	2	9	4	3		10	4	1	2	9	4	3		0	0	0
4	warum nicht?	Weiﬂ  3	2	44	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	also alle blauen C	Blau  1	2	39	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
4	alle weiﬂen c	Weiﬂ  2	2	25	10	3	2	3	9	4	3		10	3	2	3	5	4	3		0	0	0
4	kommen noch genug runden wo ihr uns abzieht	Blau  1	2	22	10	4	1	2	9	4	3		10	4	3	2	9	4	3		0	0	0
4	‰h a	Weiﬂ  2	2	22	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	alle weiﬂen B!!!	Weiﬂ  3	2	15	10	2	2	3	9	4	3		10	2	2	3	4	4	3		0	0	0
4	hahahahhaha	Blau  1	2	11	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	nein alle weiﬂen B!	Weiﬂ  1	2	11	10	2	2	3	9	4	3		10	2	2	3	4	4	3		0	0	0
4	und hoffentlich ein g¸tifer blauer auch	Weiﬂ  3	2	9	10	4	1	3	9	4	3		10	4	3	3	9	4	3		0	0	0
4	C	Blau  1	2	7	10	3	1	3	5	1	3		10	3	1	3	5	1	3		0	0	0
4	y	Weiﬂ  1	3	120	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  2	3	119	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	x	Weiﬂ  3	3	113	1	4	1	3	9	4	3		1	4	1	3	9	4	3		0	0	0
4	also x, option a ?	Weiﬂ  1	3	105	10	1	1	3	3	2	3		10	1	1	3	8	2	3		0	0	0
4	A?	Blau  1	3	103	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	ja	Blau  1	3	98	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	bin f¸r a, hatte vorhin jemand vorgeschlgane, immer a zu nehmen	Blau  2	3	95	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	w¸rde ich auch sagen A	Weiﬂ  2	3	93	10	1	1	3	3	1	3		10	1	1	3	3	1	3		0	0	0
4	okay	Blau  3	3	88	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	juti	Weiﬂ  1	3	87	10	4	1	3	9	4	3		10	4	1	3	9	4	3		0	0	0
4	x = immer a, y = b oder c	Weiﬂ  3	3	77	10	4	1	3	8	2	3		10	1	1	3	8	2	3		0	0	0
