Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	es ist sehr stickig in diesem raum. ansonsten benötigt man bei dem experiment nicht zwei minuten um sich gedanken zu machen. das ist vielleicht nur in den ersten 2 runden nötig	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	6	6	9	6	4	4	weiblich	21	jura	deutsch	3	0	3	6	6	3	6	7	4	5	5	6	3	3	4	3	5	5	6	6	6	6
12	EL-15	ich glaube die 2 Minuten hätte man nicht benötigt um seine Notizen aufzuschreiben.	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	9	5	2	5	5	weiblich	25	Master BWL	Deutsch	2	1	1	7	7	7	9	6	7	5	3	4	6	4	7	2	6	6	1	6	1	3
13	EL-16	Die zwei Minuten bedenk Zeit in jeder Runde waren zu lang	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	4	1	6	5	3	5	männlich	27	Psychologie	Deutsch	5	3	2	5	7	6	10	4	2	2	3	3	5	5	2	3	3	5	6	5	3	6
14	EL-20	nichts	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	1	1	1	1	1	1	männlich	25	Jura	deutsch	0	0	0	0	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
15	EL-21	naja ich habe gejhört die andere gruppe hatte einen chat das hätte die sache vielleicht besser gemacht und naja die leute können immer noch nicht mehr als eine phase in die zukunft schauen aber das überrascht mich nicht denn es sind (wie ich mittlerweile gelernt habe) NUR studenten und die haben scheinbar nicht drauf (bin zwar auch einer aber ja) und desshalb denken die an phase 2 aber nicht phase 3... aber sonst ist es wie immer und ich will mich nicht beschwerren: außer: der pc suchte außerordentlich häufig zufällig die option C aus wenn gleichstand war und nie B	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	3	8	8	1	5	männlich	26	Wirtschaft und Kultur Chinas	Deutsch	1	1	0	4	10	2	9	6	7	3	7	6	4	4	5	6	1	7	3	6	7	6
16	EL-22	Die Zeit für Notizen war viel zu lang, 40 Sekunden hätten vollkommen ausgereicht. Gruppe Blau war durch nicht vorhandene Information im Vorteil, weil Alternative C immer favourisierte Alternative war	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	5	5	6	4	weiblich	31	BWL	kasachisch	1	0	1	5	4	2	8	5	2	7	4	6	3	6	2	4	5	6	6	4	5	4
17	EL-23	ja, einfach bessere Eintritttest erstellen, damit nur wirklich kluge Leute im Experiment teilnehmen. Macht Sinn.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	8	7	5	7	6	7	männlich	22	bwl	Ukraine 	0	0	0	6	7	5	5	6	4	3	5	2	4	4	5	6	5	5	4	5	6	5
18	EL-24	Ganz normal, aber ich habe gedacht, dass C eine versieherte Stelle fü blaue ist, war nicht immer so( 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	8	5	3	7	7	weiblich	23	BWL	Ukraine	1	1		8	6	5	9	6	6	4	2	6	4	4	5	5	6	6	6	6	6	4
19	EL-25	Langweilig	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	9	7	5	5	5	7	männlich	23	BWL	sonst	1	0	1	7	8	2	3	6	5	5	5	6	4	4	4	2	4	5	6	6	6	6
20	EL-26	Die Phasen für das Notizen-Machen können möglicherweise etwas kürzer gehalten werden. Ansonsten hat es Spaß gemacht!	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	9	9	6	2	weiblich	23	Rechtswissenschaft	Deutsch	1	0	1	9	9	7	10	7	7	5	6	7	6	1	6	6	2	7	4	7	6	4
21	EL-27	es war zu warm hier	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	1	1	3	3	8	7	weiblich	23	soziologie	russisch	0			7	5	4	6	6	6	7	7	7	4	5	6	6	2	5	1	7	7	4
22	EL-28	"sehr langwieirg, gerade die Zeit für Notizen hätte ab der 5. Runde oder so verkürzt werden können; "	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	2	10	10	7	3	8	5	weiblich	20	Rechtswissenschaften	deutsch	0	0	0	7	7	4	9	6	5	4	4	7	5	7	5	2	2	6	5	6	3	6
23	EL-29	2 Minuten für die Gedanken einordnen fand ich nicht nötig	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	5	1	6	6	6	6	weiblich	27	Sozialökonomie	Ukraine	3	3	0	7	10	3	10	5	2	1	4	7	5	6	2	4	4	4	7	6	6	2
24	EL-30	es gibt immer wieder Studenten, die den möglichen gewinn runter ziehen, weil sie das spiel nicht verstehen bzw nicht wissen was die beste Antwort wäre...\r\ndie idee mit den gedanken aufschreiben find ich gut.... glaube das euch das auch sehr viel helfen wird bei eurer evaluation	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	1	5	5	7	4	männlich	23	VWL	türkisch...wofür soll das relevant sein?	2	2	0	8	8	6	10	2	5	5	6	5	5	6	5	6	5	3	3	6	7	4
