Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	interessant	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	8	5	5	4	weiblich	22	Lehramt	deutsch 	1	0	1	4	9	7	9	7	7	2	5	5	6	2	5	5	5	5	2	6	6	4
12	EL-15	langweilig	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	5	5	5	7	6	weiblich	25	BWL	deutsch	2	1	1	8	7	6	4	6	4	5	4	5	4	4	4	5	5	4	5	5	3	3
13	EL-16	gut	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	10	9	4	3	5	5	männlich	19	VWL	DE	1	0	1	6	8	6	4	5	6	4	6	6	6	6	6	3	5	6	4	7	6	4
14	EL-20	es war vorhersehbar, dass aber einer gewissen Rundenanzahl (zwischen 5 und 10), die blauen den weißen nicht mehr vertrauen. Von daher war deren Wahl von C, bzw. A ebenso vorherzusehen	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	3	10	10	8	6	5	7	weiblich	20	VWL	deutsch	1	0	1	7	8	5	6	4	6	3	5	5	6	5	5	4	3	3	4	6	6	4
15	EL-21	"Hat mich nicht überzeugt, u.a. weil die \""Machtverhältniss\"" zu ungunsten von blau waren. Nach 10 Runden waren die Abstimmungen i.d.R. vorhersehbar. Die Hälfte an Durchgängen hätte gereicht. Oder zweischendurch Gruppentauschen (weiß wird blaut et vice versa). \r\nHinzu kommt das \""persönliche Pech\"", dass obwohl nur 6 Runden \""0er-Runden\"" waren, alle drei gezogenen aus dieser Kategorie. Zudem war die Luft heute besonders schlecht."	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	2	1	1	1	7	2	weiblich	31	Jura	Dänisch	3	1	2	10	5	5	10	7	7	5	3	4	7	4	6	5	4	6	3	6	2	6
16	EL-22	ziemlich interessant, nun aber kann man nicht immer vertrauen,	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	8	7	7	6	8	6	weiblich	27	vwl	russisch	2	2	0	8	8	7	8	6	6	5	5	6	5	5	6	6	5	6	5	6	6	6
17	EL-23	Anstrengend und Nerven aufreibend	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	5	8	3	4	weiblich	26	VWL	deutsch	1	0	1	6	7	8	9	6	6	5	3	5	6	5	6	1	4	7	3	5	3	5
18	EL-24	ganz in ordnung	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	2	10	10	4	2	8	3	männlich	26	vwl	deutsch	3	3	0	9	8	8	9	6	7	6	6	6	6	6	6	5	5	5	3	5	6	4
19	EL-25	Ich fand es sehr interessant wie sich das Verhalten der Teilnehmer entwickelt hat von Runde zu Runde. 	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	7	4	5	5	4	3	weiblich	27	Human Resource Management	deutsch	0	0	0	6	8	7	8	6	6	2	4	2	6	3	7	3	2	6	2	7	4	6
20	EL-26	nein	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	5	5	5	1	weiblich	31	Lehramt	Deutsch	2	2	0	10	4	8	9	6	6	2	5	5	6	3	6	6	4	6	2	6	6	4
21	EL-27	sehr manipulativ	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	5	8	8	4	männlich	30	BWL	deutsch	2	1	1	7	7	7	7	6	7	5	6	6	6	6	7	6	5	4	2	6	6	6
22	EL-28	interessant, aber die Teilnehmer haben sich oft gestriten und angelogen	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	5	4	5	8	6	4	weiblich	24	Politikwissenschaft	de	1	1	0	5	5	6	5	4	3	2	4	4	4	3	5	5	3	4	2	5	6	5
23	EL-29	Es war sooo schön!	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	3	6	5	4	weiblich	33	Soziologie	Deutsch	1	0	1	8	7	6	7	5	5	5	5	5	4	4	5	5	5	4	3	5	5	3
24	EL-30	gut	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	1	10	4	8	8	2	6	männlich	20	vwl	deutsch	1	1	0	8	7	6	6	2	6	6	4	3	6	7	6	2	3	4	3	5	5	5
