Subject	client	q_experiment	q_knew_chat	q_knew_voting	q_numKnown_subj	q_duty_inform	q_duty_vote	q_exp_gov	q_exp_people	q_people_gov	q_politicalOpinion	q_male	q_age	q_field_of_study	q_nationality	q_siblings	q_siblings_older	q_siblings_younger	q_opinion_others	q_freedecision	q_trust	q_reciprocity	G1	E1	V1	O1	N1	V2	G2	E2	O2	N2	G3	E3	V3	O3	N3
11	EL-14	interessant	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	6	5	4	9	6	weiblich	26	Geisteswissenschaften	Deutsch	2	2	0	9	3	2	5	7	4	1	6	6	7	4	4	6	4	5	5	7	7	4
12	EL-15	"Enttäuschend, als blauer Spieler konnte man nur den Aussagen der weißen \""Vertrauen\"" und wenn fast immer angeblich 3*x kommt wirkt das etwas unglaubwürdig"	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	8	8	7	5	5	3	männlich	26	AWG-soz. ök.	Deutsch	3	2	1	8	7	8	10	6	4	3	4	6	7	5	3	5	7	5	6	7	5	7
13	EL-16	da ich Gruppenmitglied blau war konnte ich ja nicht so viel Einfluss auf die Entscheidung nehmen. Teilweise wurde jedoch die Chatfunktion von den  Weißen Mitgliedern nicht genutzt.	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	7	9	6	5	7	männlich	23	Zahnmedizin	Deutsch	2	2	0	8	7	7	7	6	4	2	5	6	5	2	5	3	4	6	5	6	5	4
14	EL-20	Ich fand das war ziemlich unfair den blauen Spielen gegenüber, weil die weißen natürlich immer zu ihrem Profit antworten. Ansonten auch etwas langweilig für die blauen.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	5	4	5	6	3	4	weiblich	21	Chemie	deutsch	1	1	0	7	6	6	6	5	4	4	4	4	5	5	2	4	7	5	7	7	6	1
15	EL-21	Daswar echt interessant! Um einfach zu sehen , inwiefern meine Entscheidung von externe Meinung abhängich ich. Das macht man unbewusst!	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	1	9	1	9	9	9	1	weiblich	31	Sozialökonomie	Ukraine	0	0	0	5	5	3	8	7	7	4	6	6	7	1	6	3	5	6	1	6	6	6
16	EL-22	Gut	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	7	7	9	3	6	4	männlich	25	VWL	Deutsch	0	0	0	8	8	7	9	7	5	3	4	4	6	5	6	4	2	7	4	6	3	6
17	EL-23	"ich fand den Chat total gut; viel besser als die sonstigen Experimente wo man keinen Kontakt zu seinen Mitspielern aufnehmen kann"	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	6	3	4	7	3	weiblich	21	Bildung und Erziehumg in der Kindheit	deutsch	4	1	3	8	7	7	9	3	6	2	2	3	6	4	5	2	2	5	3	6	2	3
18	EL-24	es hat einen für mich überraschenden Verlauf genommen	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	9	9	5	1	7	4	weiblich	40	Lehramt	deutsch	2	0	2	8	7	5	7	7	6	5	7	3	5	3	4	5	5	5	3	5	5	3
19	EL-25	Zunächst erschien es kompliziert, aber nach der 1 Runde sah man, dass man eigetl. für seinen eigenen Vorteil Die Entscheidungen trifft. Gruppe Blau war sehr passiv	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	9	2	4	3	8	3	weiblich	26	Geographie	Deutsch	3	1	2	8	9	5	8	7	7	3	7	6	7	1	7	5	2	6	2	6	5	4
20	EL-26	fand interessant	nein, ich kannte die Chatfunktion noch nicht	nein, ich habe bisher noch nie an Experimenten mit geheimen Wahlen teilgenommen	0	8	9	7	10	10	6	weiblich	26	BWL	Ukraine	2	0	2	8	9	7	7	6	5	3	4	5	7	5	4	5	4	6	4	5	3	3
21	EL-27	ganz in ordnung.  ich hoffe ihr habt sinnvolle ergebnisse bekommen.	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	1	6	4	10	5	männlich	26	Geographie	Deutsch	0	0	0	5	7	5	8	6	5	5	5	2	5	7	3	4	3	5	4	4	4	7
22	EL-28	Ok	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	3	6	10	1	8	1	männlich	21	Soziologie	die Deutsche	1	0	1	2	5	5	7	4	5	1	5	7	4	5	6	6	4	5	2	7	7	4
23	EL-29	sehr gut	ja, ich kannte die Chatfunktion schon vorher	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	8	5	5	10	5	weiblich	27	2	deutsch	2	2	0	1	9	7	7	6	4	4	4	6	6	4	4	5	2	5	4	5	3	4
24	EL-30	Es war sehr zeh, zumindest, wenn man in der blauen Gruppe war. Man hatte fast nichts zu tun. Gut war, dass es kommunikativ war. 	nein, ich kannte die Chatfunktion noch nicht	ja, ich habe bereits an Experimenten mit geheimen Wahlen teilgenommen	0	10	10	5	1	3	4	weiblich	31	Rechtswissenschaften	deutsch	2	2	0	1	9	2	9	7	6	6	4	3	6	3	6	3	6	6	4	6	2	4
